context,date_time
这是大盘回升的迹象吗？,06-25 10:30
长江电力一涨大盘就下行,06-25 10:30
$上证指数(SH000001)$,06-25 10:29
不要买,06-25 10:29
在日k线上与小时k线上通道下行趋势就是熊市,06-25 10:29
下来吧，千万不要硬撑了,06-25 10:29
又是担惊受怕的一天，如何是好？,06-25 10:29
上证指数全靠拉茅台和银行及石油，保险这几个万亿权重股没用一点用，看着指数飘红了，,06-25 10:29
下跌一个月了！！！还在下跌！！！,06-25 10:29
现在只是开始。还没表演，下午表演跳水,06-25 10:29
缩量啊，缩量啊[囧],06-25 10:28
反弹有点弱，但是薪薪之火可以燎原,06-25 10:28
没有量涨都是骗炮的。。追高必吃面,06-25 10:28
量化玩的都是这个走势，尾盘再暴跌下完美收官[微笑],06-25 10:28
买不完，真的买不完,06-25 10:28
能力真的高啊，大盘居然是红的,06-25 10:28
还在死拉行业龙头权重以及港股,06-25 10:28
价值股走趋势，垃圾股下跌，每天五十个股涨停，指数不会差的,06-25 10:28
上蹿下跳跟猴子一样，管住手,06-25 10:28
不可能有大发展～没量能！！跌！,06-25 10:28
还是要下去。考研2900。,06-25 10:28
今天走了！,06-25 10:28
亏麻了，割肉也没什么感觉了,06-25 10:27
盘面还是缩量，A50撑着指数勉强红着！个股目前红多绿少，不过大涨5%以上个股很少,06-25 10:09
跌吧，别硬挺着了！,06-25 10:13
无量上涨就是耍流氓,06-25 10:22
汽车股满仓了,06-25 10:27
你敢拉亮化就敢卖,06-25 10:27
炒股指期货的，大家都买空，谁给牠钱？,06-25 10:20
很快就会绿,06-25 10:27
股民太难了，做空的给自己积点德,06-25 10:16
到低了可以买买买了[呲牙],06-25 10:27
量都缩成啥样了。主力资金天天出货。就算涨起来也是虚的。千万管住手。深证不把缺口补,06-25 10:27
今天只是热热身，明天让你们看看空头的实力[大笑][大笑][大笑],06-24 11:30
反弹这么弱，感觉应该还没见底,06-25 10:26
上涨分时不放量都是诱多,06-25 10:20
转融通外资都走了,06-25 10:26
反弹也没有！躺平了！以后活跃账户越来越少！自己玩量化和融券,06-25 10:26
忍住手,06-25 10:26
#破3000点第三交易日，A股怎么走？#继续往下走,06-25 10:26
一鼓作气，把量拉起来,06-25 10:25
这量[哭][哭][哭][哭][哭][哭],06-25 10:25
量化又要砸盘了。管住手，。,06-25 10:25
少动多看，下午两点以后再琢磨是否行动。,06-25 10:25
没有见底，调整周期还很长,06-25 10:24
龙头战法饭后吃点水果篇,06-25 10:24
风电$盘古智能(SZ301456)$ 盘中涨幅20%$电气风电(SH6,06-25 10:24
1.为什么大跌后第二天反弹总是没有跌的多2.就不该多买股票，开超市，因为这股市不,06-25 10:24
大盘今天放量上涨，可主力资金还在流出？大A你涨吧!你涨了，会拯救很多的家庭,06-25 10:24
目标位2800前进，兄弟们准备好家伙,06-25 10:24
加油攻三千高地,06-25 10:24
放量才能反弹，不放量没办法，最好的结果就是横盘,06-25 09:53
3000点有什么价值,06-25 10:24
今天发颗糖，老乡别走。,06-25 10:23
又让我想起了这句话“裸空一时爽，一直裸空一直”[旺柴],06-25 10:23
没有量，怎么能涨呢？,06-25 10:23
请护盘资金果断一些，要么暴力护，杀到空方转多，要么就别护，赶紧下来让等待资金进去,06-25 10:14
还有300点空间,06-25 10:22
指数红彤彤，有什么好事儿值得庆祝吗？,06-25 10:22
能不能加速赶底，跌透它，跌一会拉一会的,06-25 10:22
胡锡进：炒股app卡的厉害，影响老胡交易了,06-24 01:36
后面能反弹到什么位置就要看散户低砸了多少出来,06-25 10:17
