context,date_time
我投降能不能把本金还给我，我保证不在玩,06-24 03:01
散户都让你们玩死了，看你们以后怎么玩,06-24 03:01
看样子2900很快就破了，接着就是破2800，然后呢，企稳，慢慢磨,06-24 03:01
七月的市场发展,06-24 03:01
$上证指数(SH000001)$,06-24 03:01
止跌了[惨!关灯吃面][惨!关灯吃面],06-24 03:01
补周线缺口去了,06-24 03:01
大家2600见,06-24 03:01
明日2958点开盘！,06-24 03:01
终于不跌了,06-24 03:01
明天破2950会跌到2944,06-24 03:01
短期无底,06-24 03:01
量化交易加股指期货真会玩啊,06-24 02:45
高光时刻：今天300家红盘，6000家待涨[鼓掌][鼓掌][鼓掌],06-24 03:01
周线6连跌，上次出现同样情况是什么时候？,06-24 03:01
看看现在这社会，能不能把我资产清零,06-24 03:01
，6666,06-24 03:01
我居然是空仓,06-24 03:01
终于止跌了,06-24 03:00
终于止跌了,06-24 03:00
真惨[惊吓],06-24 03:00
终于不跌了,06-24 03:00
6800亿，3000点不保卫了，一泻千里,06-24 03:00
如果抛开3桶油和5大行的指数涨幅，现在的指数可能在2200了。,06-24 03:00
清仓出局，刚进来没几天，就亏6千，花钱买个教训。,06-24 03:00
好好好，没有大跌哪来的大涨，慢慢来不着急,06-24 03:00
投资需要长线，运气好的一般都能到三板交易,06-24 03:00
怒涨300家哈哈哈哈哈,06-24 03:00
大A会大跌#IPO受理、上会全部恢复，如何解读？#,06-24 03:00
A股有5000多家个股，今天下跌有5000家。[大哭][大哭],06-24 03:00
的市场做出的事，,06-24 03:00
真的有点害怕了，接下来怎么办,06-24 03:00
哀鸿遍野,06-24 03:00
玩不下去了，丫们不按长理出牌还怎么玩下去，明天清仓！#IPO受理、上会全部恢复，,06-24 03:00
2500点#IPO受理、上会全部恢复，如何解读？#,06-24 03:00
这种行情，以前被套了还能等，现在不走，等待的就是退市,06-24 03:00
这故事到底怎么了？,06-24 03:00
#IPO受理、上会全部恢复，如何解读？#牛企上市牛市来了。快买快抄底。,06-24 03:00
呼叫大侠,06-24 02:59
破前低就10来个点而已，加油,06-24 02:59
人心散了,06-24 02:59
请大家充满信心，今天是最差的一天,06-24 02:59
大盘股涨有毛用？,06-24 02:59
有时候明知道会回落2960还是补完子弹[捂脸],06-24 02:59
拉几#IPO受理、上会全部恢复，如何解读？#,06-24 02:59
兄弟们我清仓了真扛不住了好了现在又少了我一个小多头,06-24 02:59
2960就是起动点！大家信吗！,06-24 02:59
跌成这鸟样还是在那些权重没咋跌的情况下，可想而知其他的票是啥样了吧[微笑],06-24 02:59
这行情还有3000亿成交，上午还1000多下午谁加仓了？,06-24 02:59
买在2600套在3000点，这不是梦，是现实,06-24 02:59
两市主力净流出422.370亿元,06-24 02:59
天天惨不忍睹[哭],06-24 02:59
大盘离前低2635还得有几天的时间。,06-24 02:59
已经销户,06-24 02:59
这是第七周阴线了,06-24 02:59
讨论个毛线。你们能咋的#IPO受理、上会全部恢复，如何解读？#,06-24 02:58
本主进入兴奋状态区间，继续等待。。。人们恐惧，我兴奋。。。。。。慌个球。。。,06-24 10:55
做空的大财团、大机构、大股东赚麻了啊！,06-24 02:58
还有两分钟就止跌了,06-24 02:58
抄底的一波韭菜 又要割了,06-24 02:58
牛市将至,06-24 02:58
$上证指数(SH000001)$,06-24 02:58
干脆全绿算了，留那么点点儿红，不如全绿,06-24 02:58
没有老乡了，没有9菜了，主力只能挖9菜根了！！根都留不住了,06-24 02:58
相信高盛的判断2500点[卖出][卖出][卖出][卖出][卖出][卖出],06-24 02:58
股市,06-24 02:58
5000家待涨，好样的,06-24 02:58
，仅5000家待涨[憨笑],06-24 02:58
长期趋势看涨～很长很长～[想一下][想一下][想一下][想一下][想一下],06-24 02:58
大家不要慌，2700点会止泻,06-24 02:58
加快速度吧，要跌就尽快到位,06-24 02:58
销户销户销户销户销户销户销户销户销户销户销户销户销户销户#IPO受理、上会全部恢,06-24 02:58
大盘下跌趋势是否要回补2867左右的缺口？,06-24 02:58
2800保卫战打响了,06-24 02:57
惨，惨，惨，无语论。,06-24 02:57
？,06-24 02:57
5000待涨，内犬跑了400多亿，积重难返，销户了。,06-24 02:57
利空股民！#IPO受理、上会全部恢复，如何解读？#,06-24 02:57
空方大胜,06-24 02:57
清仓三周，我很庆幸。哈哈哈,06-24 02:57
麻了…[怒][怒][怒],06-24 02:46
三天亏了15%,06-24 02:46
都在等出手,06-24 02:46
优秀[大笑][大笑][赞],06-24 02:46
天天主力资金净流出,06-24 02:27
黄线己经破2900……止不住，根本止不住。,06-24 02:46
季线级别的下跌，谁买套谁。,06-24 02:46
$上证指数(SH000001)$,06-24 02:46
走了，买了个教训,06-24 02:46
这是要埋人的节奏,06-24 02:45
我感觉机会进来了，明天看吧,06-24 02:45
真的是绝望期，五穷六绝七翻身，继续熬吧，选好方向等翻身,06-24 02:20
2600不远了,06-24 02:45
这波要破2890才能反弹,06-24 02:45
最佳救市办法国家队无论是拉大票还是买etf救市效果都不行因为买的etf很快被借出,06-24 02:45
111,06-24 02:22
开始了？,06-24 02:45
不炒股，我的生活很幸福,06-24 02:45
前面打开公平竞争：（买涨跌）只有涨才能赚钱不公平！只有放宽交易才是王道[买入][,06-24 12:25
各股早已跌破2630了，还掩饰什么了,06-24 12:24
15分钟,06-24 02:45
谁抄底埋谁,06-24 02:45
……,06-24 02:45
等着完蛋吧#IPO受理、上会全部恢复，如何解读？#,06-24 02:45
再这样跌下去会出人命的！,06-24 02:45
2500点见,06-24 02:45
加油做空加油做空加油做空,06-24 02:45
下跌的原因找到了吗？来个专家bb一下,06-24 02:44
希望早点大跌，不大跌真没机会抄底,06-24 02:44
亏了好多钱啊。。。。啊啊啊,06-24 02:21
比周五的剧情还恶劣些,06-24 02:44
什么时候是个头[哭][哭][哭][哭],06-24 02:44
开启下跌模式！,06-24 02:44
我就想问是怎么做到的,06-24 02:34
抄底的全活埋,06-24 02:44
取消量化取消转融通。,06-24 02:33
明天2900啊,06-24 02:44
#IPO受理、上会全部恢复，如何解读？#,06-24 02:44
这种股市普通百姓还是退出吧，玩不了的。,06-24 02:31
可怜的小散,06-24 02:44
漂亮往死里砸,06-24 02:44
"梭哈etf,不信回不去",06-24 02:27
两兄弟都会摸一下2千6的[捂脸][捂脸],06-24 02:44
明天大盘反弹到5日线,06-24 02:33
恭喜恭喜！成功挤掉了泡沫！[赞][赞][赞],06-24 02:44
尾盘继续杀，破2950,06-24 02:44
现在走的是机构，明后天走的才会是散户,06-24 02:44
就问你服不服..还有谁不服的,06-24 02:43
真是,06-24 02:43
加速,06-24 02:43
空仓休息吧,06-24 02:43
清仓再见,06-24 02:43
各位扶好了。准备自由落体了,06-24 02:43
拉茅台出货科技股,06-24 02:43
远远没有到底,06-24 02:43
！,06-24 02:43
这样下去怎么得了,06-24 02:43
当前脆弱的市场没有实际性强心剂一定是举步维艰！大盘继续下行破3000点是势在必行,06-24 02:43
上午指数跌1个多点的时候也没跌这么多啊……忙完打开软件，吓一跳……擦,06-24 02:43
今天进去，明天[大哭],06-24 02:31
大盘如果反过来这样涨是有关部门肯定会坐不住，半夜弄个什么叫,06-24 02:43
今天就一次减亏，打气是告诉大家别轻易割肉，冰点是个周期不是一天，小周期也是3天以,06-24 02:27
2500见,06-24 02:42
TM亏损70%了,06-24 02:28
收盘估计跌1.5%,06-24 02:42
大A利好，量化盛行，转融通通天，IPO全线开通！,06-24 02:42
发誓不炒股啦。推出股市。销户远离。今天全部亏损清仓。删除所有炒股有关的软件,06-24 02:42
2899,06-24 02:42
快停转融通吧，全部都止不住了,06-24 02:42
一无所有，清仓销户,06-24 02:42
市场表现说明一切#IPO受理、上会全部恢复，如何解读？#,06-24 02:42
7月资金面有望宽松，短端存在补张可能，如何抓住？,06-24 11:46
看这黄蓝线差距，就知道今天虽然指数跌了1%，但是小盘股咱俩大亏特亏[偷笑],06-24 02:42
微跌一个点，是为将来大涨半个点做准备,06-24 02:42
抛了还要怎么样的丨P0去吧去吧去吧去吧！,06-24 02:42
散户看K线秘诀:看似要向上，其实第二天是跌;看似要下跌，第二天却涨。为什么这样?,06-24 02:41
周K死叉，不破2600也是双底了！！[赞][赞],06-24 02:41
这轮2800能稳住就算牛了,06-24 02:41
抄底，明天博个大反弹，今天跌这么多，明天100%会反弹一波的,06-24 02:41
$上证指数(SH000001)$,06-24 02:41
就让一切随风,06-24 02:01
一大早就溃不成军，这会儿想反扑，早干嘛去了,06-24 02:01
主力没吃饭吗？才流出这么点,06-24 02:00
真惨,06-24 02:00
老乡别走，牛市来了,06-24 02:00
$上证指数(SH000001)$,06-24 02:00
销户#IPO受理、上会全部恢复，如何解读？#,06-24 02:00
某又观望》低空经济》，刚买就亏……：120分钟macd死叉期间……【粗加工李某人,06-24 02:00
两点钟，神奇的两点？,06-24 01:54
还有423只红，你们怎么不买,06-24 02:00
今天拉银行护盘，明天拉啥？护盘。,06-24 01:44
明天大盘还会继续下，最低的底线是2970点，如果顺利触碰到这个位置，下周绝对会暴,06-20 07:15
不急，个人认为还有120点杀一下。,06-24 02:00
还得是你啊2960到3170两个月才到，3170到2960只用一个月,06-24 02:00
这么低价位大盘股。我大力加仓买大盘了。马上就要大力反弹涨停这么低价位大盘股。我大,06-24 02:00
一家股票市场反应的什么？,06-24 01:59
这每天拉下50指数有毛用，拉又拉不上去，散户亏得还更厉害，拉中证2000整个大盘,06-24 01:49
这种有还用解读吗#IPO受理、上会全部恢复，如何解读？#,06-24 01:59
天天都想着那些乱七八糟的神秘资金救市，四季酒店,06-24 01:59
啥也不是#IPO受理、上会全部恢复，如何解读？#,06-24 01:59
2800肯定是要破的 韭菜们 不要急 慢慢等,06-24 01:59
指数可能不怎么跌，但个股大部分已经走的是2018年的图了。,06-24 01:59
不要慌，微跌而已。,06-24 01:59
大盘要走双底形态,06-24 01:59
#高盛发声：中国市场已现复苏信号#,06-24 01:59
整死最后一帮号称中产的,06-24 01:52
希望别破2000点,06-24 01:59
还得说大盘股蓝筹股！其他全废了废了,06-24 01:59
每天向下努力一点点，破2635没那么难,06-24 01:58
管住手。别去抄底。还没到时候。等2865,06-24 01:58
黄金坑机会难得[哈哈],06-24 01:58
这波要跌到2500,06-24 01:58
拉起来也没人跟了，割不到韭菜了,06-24 01:58
#IPO受理、上会全部恢复，如何解读？#,06-24 01:49
准备销户，没什么玩了,06-24 01:58
短暂的反弹已经结束，接下来继续向下[捂脸],06-24 01:58
涨时没它们事，跌时比英伟达还多,06-24 01:58
跑了300亿,06-24 01:58
希望在田野上,06-24 01:58
我爱你，中国！[傲][傲][傲],06-24 01:58
最惨的是割肉的又去抄底，然后又被埋了。,06-24 01:58
还不如[怒],06-24 01:58
还行吧,06-24 01:58
今天这种一砸一拉，再阴跌下来，个股被砸的惨不忍睹啊！[笑哭],06-24 01:58
有没有融资市场管理的精英了,06-24 01:58
牛市要来了[赞],06-24 01:58
世界上水最深的是大海！比大海更深的是大A！！所以，大A才真正的没有底了！！！,06-24 01:58
指数不跌，厉害,06-24 01:57
今天护盘，明天就砸盘,06-24 01:57
反正这种行情还是做期权合适，你A还没到连波动性都消失的程度。没权限的还是老老实实,06-24 01:57
千股涨停#IPO受理、上会全部恢复，如何解读？#,06-24 01:57
$上证指数(SH000001)$,06-24 01:57
加速下跌毫无止境,06-24 01:57
重复一月份行情，还能有啥，空仓一个月吧#IPO受理、上会全部恢复，如何解读？#,06-24 01:57
2950不摸摸吗,06-24 01:57
还有一百点,06-24 01:56
现外面大环境哈情况？？？还要涨？,06-24 01:56
都不给反向选项了吗#IPO受理、上会全部恢复，如何解读？#,06-24 01:56
2900此轮也守不住的,06-24 01:56
杨德龙博士：永远不卖贵州茅台！,06-24 11:06
一拉亏得更多了[哭],06-24 01:56
套中套,06-24 01:56
到底了没有,06-24 01:55
跳水喽,06-24 01:55
#IPO受理、上会全部恢复，如何解读？#,06-24 01:55
没啥说的，绝望！已经反应在盘面上了#IPO受理、上会全部恢复，如何解读？#,06-24 01:55
成交量过3000了没,06-24 01:55
2900  2900  2900,06-24 01:55
……,06-24 01:55
本周破2900,06-24 01:54
我服了指数还有2900多我的股已经跌到2600多附近了[哭][哭],06-24 11:32
人往高处走，水往低处流。,06-24 01:54
盘中拉高，尾盘跳水，有意思吗？,06-24 01:54
炸锅砸铁进场,06-24 01:54
你说你拉什么，拉了再砸，个股红，你拉一次红，砸一次绿，咋滴啦，看着三百多红。你心,06-24 01:54
煎熬,06-24 01:54
拉一点回去做量化再打下来亏的永远是散户,06-24 01:54
2865的缺口马上会补,06-24 01:54
不管未来是否还有牛市，目前白骨累累尸骨无存者不知凡几！怨气盈天者会有何动作？细思,06-24 01:54
$上证指数(SH000001)$,06-24 01:54
这走势伤害极大侮辱性极强,06-24 01:53
54万买了支付宝推荐金牌的葛兰基金上周清仓余27万,06-24 01:53
指数跌一个多点的时候也没亏这么多……反弹了一下，在回落钱没了,06-24 01:53
现在应该勇敢抄底银行股,06-24 01:44
系统性风险来袭？耐心等待下个上涨周期出现。,06-24 10:36
拉起来就是为了更好的下跌。,06-24 01:53
继续没量,06-24 01:53
已经忽悠不动了,06-24 01:53
没的救了吗？,06-24 01:52
天天跌什么鬼五千多个四千几个跌,06-24 01:52
天天板命，天天续命,06-24 01:52
有良心的人都会建议:任意位置出局都是正确的选择！！！,06-24 01:51
这种横盘，两点之后肯定踩踏！,06-24 01:51
个个翘二郎腿真的很牛[赞],06-24 01:51
看来一直要跌到银行股分红才行,06-24 01:51
击破各种幻想，专治各种妄想症。药到病除，只要赶进来，就发套。,06-24 01:51
下午跳水，跌破2900,06-24 01:51
这个行情太难了，现在能闭眼加的也只有宽基指数了，核心资产之前调整了不少，A50是,06-24 01:51
牛市别怕,06-24 01:51
我全仓买进，力挺股市，,06-24 01:51
你的不是我的零头在！,06-24 01:50
