context,date_time
下午大盘走势分析：观察5日均线支撑力度,05-08 12:22
明天继续跌,05-08 02:56
明天一个低开就补缺口了,05-08 02:56
这个主力几乎天天都在里面抽水。垃圾。,05-08 02:55
缺口还剩一点点就是不补[旺柴],05-08 02:55
三大股指集体高开，科创100指数盘中涨3%,05-06 10:56
谁你砸，就是不卖，再砸，就买！,05-08 02:55
5.8 即将变盘-a股迎来神秘信号。,05-08 12:26
明天低开低走3105附近反弹,05-08 02:50
赶紧补了缺口接着涨！！！,05-08 02:54
周三调整，周四大涨,05-08 02:54
双创节后连跌三天，好大一坨牛shi,05-08 02:54
红五月有希望吗，大盘大幅度缩量？？,05-08 02:53
我昨天空仓了，不知道对不对？,05-08 02:53
第二段行情开启，科创100乘势而上,05-06 01:48
跌的啥名堂？,05-08 02:53
补完缺口就下去了，别以为补完还上来,05-08 02:24
内资每天都在跑，为啥？因为他们看到了这个市场的本质,05-08 02:53
这是预演，大跌还在后面。今天跌的都是小盘股，被拉抬的牛鬼蛇神股都没有咋跌，是在高,05-08 02:53
Ohmygod，怎么越看越不像牛市？来不来就4000多家下跌？和前几个月的熊市似,05-08 02:53
洗洗,05-07 10:49
耐心等待,05-08 02:52
哎呀。牛呢。[想一下],05-08 02:41
预判正确，明天周三，（5月8号）大盘预计会这样走！！！,05-07 08:04
世界少见股市，大盘指数创新高，股民个股最少20%以上亏损，什么呀,05-08 02:52
回补不到位。明天还得跌,05-08 02:49
今天不补明天也得补，不如一不作二不休直接到位,05-08 02:52
高位死×这尿性，至少要跌一个星期,05-08 02:51
指数涨，个股跌的跟一样。,05-08 02:51
主力这纱，雕，天天这么卖，算不算恶意做空？,05-08 02:51
内资狗天天跑几百亿,05-08 02:51
记录,05-08 01:53
我都不敢想如果上证指数再次达到2700的话，个股得成什么样。现在指数3100多了,05-08 02:51
亏成狗,05-08 02:51
如上午所料，今天两市成交在8500亿左右。明天将向下补缺，短期回踩年线试探支撑概,05-08 02:51
恶心死人！,05-08 02:51
缺口必补，就剩四个点了，补了心踏实,05-08 02:47
假期港股好好的嘛的被你拉下来了,05-08 02:50
很好的调整明天还会惯性下跌一下,05-08 02:50
科技被冷落，买进煤炭石油黄金矿业,05-08 02:50
又开始天天跌了,05-08 02:50
大盘一跌，个股就跟惊弓之鸟一样，是不是都恐高了,05-08 02:50
3124点是第一支撑。,05-08 02:38
炒股七八年了，牛市到底是啥样的，砖家天天说牛市来了,05-08 02:49
#合成生物概念股火爆，投资机会几何？#,05-08 02:49
回补回补,05-08 02:49
真像老外说的，买不完买不完，根本就买不完,05-08 02:49
继续跌呀,05-08 02:45
成年人每天可以献血300CC，抽点血算啥呢,05-08 02:48
我买了隆基一年了。大家来笑话我吧，至少你们可以开心，,05-08 02:40
小盘股还在2650的价位，咋办？,05-08 02:42
缩量洗盘，明天中阳,05-08 02:43
大A千年铁律，两点半必跳水,05-08 02:47
3000点保卫战又要打响了,05-08 02:47
放个三、四天的量都以为要上了，谁知道是给韭菜施点肥好再割[偷笑][偷笑][偷笑],05-08 02:47
五月份又是个受尽折磨的一个月,05-08 02:47
补缺,05-08 02:47
涨了两天还不够你一天跌的。,05-08 02:47
A古还会涨吗？一个重要信号出现，我必须给你提醒！A古危险了？不要慌！明确分享我的,05-08 12:02
早上就说了直接砸下去补缺口，你们不信！这种温水煮青蛙的补缺口是最气人的,05-08 02:43
这市场小户只有一成人赢，八成人输,05-08 02:47
量化回来了。,05-08 02:43
重磅利好！外资再次开启爆买模式，A股和港股集体大涨，超4500只个股上涨，化工、合成生物掀涨停潮！,05-06 04:00
缩量严重了，补缺口势在必得了,05-08 02:40
要补缺下跌了吗,05-08 02:47
量化交易太凶了,05-08 02:47
回调3000点,05-08 02:40
人都要亏的碎掉了,05-08 01:14
涨两天，跌一个月，不过分吧,05-08 02:46
大盘从2600多点涨到3100点上面，持仓的股票一点反弹都没有票，现在要是大盘又,05-08 02:46
销户真好,05-08 02:46
不补缺口了：。,05-08 02:45
我的预测既然对了，为啥给我屏蔽[大笑][大笑],05-08 02:40
内资一个就砸得不会上涨。涨，太难了。,05-08 02:41
本周两个交易日只有跌了五十个点,05-08 02:45
开始转融通，做空了。大家小心了。,05-08 02:45
又是做空的一天,05-08 02:45
只要中石油中石化涨，市场必大跌！,05-08 02:40
已经清空了一个账户，还剩一个账户，争取今年戒掉,05-08 02:45
啥意思啊，天天补缺口，这市场遍地都是缺德,05-08 02:38
已经清空了一个账户，还剩一个账户，争取今年戒掉,05-08 02:45
啥意思啊，天天补缺口，这市场遍地都是缺德,05-08 02:38
今天就这样了,05-08 02:45
跌时随时都在，涨就没有我们的份,05-08 02:44
怕黑四提前跑,05-08 02:44
真让你们说中了，周一涨一天指数，其他的股又可以跌四天。科技股连跌四天了,05-08 02:44
公司都可以卖给你,05-08 02:44
明天补完缺口接着干,05-08 02:44
太难看了，嘛滴,05-08 02:37
明知山有虎 偏向虎山行。牛被老虎、苍蝇吃完了！[怒][怒][怒],05-08 02:44
如果是强势，无需调整,05-08 02:44
赶紧继续跌啊，不补缺口明天还得跌,05-08 02:44
股市如期下跌，豆粕ETF止盈出局,05-08 02:38
这个地方我今天开仓了，肯定有很多被误跌的！,05-08 12:49
彻底失望啊！在港股外股近期如此大涨的环境下，A股卖公司不断砸盘不断，确实太弱了，,05-08 02:43
4000+待涨，明天持续回调，都是合理范围内，回调就是上车机会，不买就没了——荐,05-08 02:43
开始砸,05-08 02:43
星期一一天还不够亏的[怒],05-08 02:43
到位了,05-08 02:43
把缺补了吧，一次到位，这钝刀子割肉难受,05-08 02:43
今日的暴跌，其罪魁祸首是180金融和中字头股票！,05-08 02:43
真无语，五一假期，外盘天天涨，五一结束，大A高开低走，第二天就趴窝。我看以后的节,05-08 02:43
散户最大的难题是如何在股市中长期生存？前面不论涨了多少天，能不能抗住后面的下跌？,05-08 02:42
AI全线大跌，黄金趁机大涨！指数回调，发生了什么？,05-08 02:42
大家加把劲，尽量不要让跌破3千。看行不,05-08 02:42
庄太狠了，赶快跑吧，要大跌了，空仓真好,05-08 02:42
一点格局都没有，谁进来都不好使,05-08 02:39
指数涨跌有什么作用，反正个股都是跌的！,05-08 02:42
可以考虑去北证玩玩，上证要结束上涨了。,05-08 02:42
#调仓失败？胡锡进总亏损接近7万#太恐怖了,05-08 02:41
明天还有一跌，后天大涨,05-08 02:36
哇这啊。,05-08 02:41
那些忽悠人的事，总是被说得天花乱坠,05-08 02:41
见2800,05-08 02:41
再次告诫自己不要在两点半进场了，每次都被套[滴汗]以后不到尾盘集合竞价都不得进场,05-08 02:41
