context,date_time
牛市来了[微笑],06-06 06:38
炒股一旦出现越过双峰的形态，意味着股价将走主升浪！,06-06 03:38
虎符三十六计之二英四伯,06-05 11:31
还有一根大阴线，3022附近看有没有机会吧[微笑],06-06 06:37
看2800点？……,06-05 02:53
各位朋友满意吗？,06-06 04:01
个股越来越弱了。。。拉权重个股更要跌，不拉权重指数又护不住！所以这个盘无解！情绪,06-06 01:26
先不说赚融通关闭点，但是转融通必须公告,06-06 06:37
这个地方，准确率很高，昨天尾盘的西昌今天赚5%，尾盘布局的拉升2%，,06-06 05:11
北向今天净买入68亿？出乎意料啊。看来短期3030还不好击穿。,06-06 05:47
都看过来把我顶上去，不要抄底，全部空仓，求你们了，虽然你亏的不是我的钱，但是都是,06-06 06:04
玩个鸡毛,06-06 03:19
这盛世如您所愿[大笑][大笑][大笑][大笑],06-06 06:33
明天清仓不玩了,06-06 06:32
下跌趋势中，建议大家空仓等待，即使要操作也是微仓。,06-05 11:12
三千点马上大响,06-06 06:31
这个市场主力军就是散户，你们割的钱也都是散户的钱，散户炒股是为了追涨杀跌的快感。,06-06 06:31
分红除权搞得大家也不愿意买分红的股票，这是个完全靠赚差价的市场，现在没赚钱效应了,06-06 05:39
北向大买67亿[摊手],06-06 06:30
明日大盘探底结束，中免反身向上，只许胜不许败[再见],06-06 06:30
90后退出了,06-06 04:29
这一轮杀跌完成后，又有一批人要离开股市了。,06-06 02:33
[献花][献花]如何才能让垃圾股退市？！难道是牛市的时候？！你细品！[大笑][大,06-06 11:58
内资明天继续跑！这个大家看在眼里面的,06-06 06:27
砖家提醒：本月为风险月份、易亏钱月份，主力打压收割小散月份、做电梯白忙活且留下买,06-05 12:05
跌的我低沉了。感觉太难了。我还跟网上认识的股民一顿分析。我已经考虑很全面。我觉得,06-06 05:00
$上证指数(SH000001)$,06-06 06:27
炒股千万不要预计股价变动！不要看k线！市盈率和市净率才是重点！用闲钱，再强调一下,06-06 06:26
消户了，不会再回来了,06-06 05:18
取缔量化交易，势在必行！,06-06 05:03
6月底上车，现在不要跟风，大家信本托一回没错的[怒],06-06 06:25
量化交易会让整个股市的资本不断流失、股民不断变穷！而量化资本最终也只能赚到少许利,06-06 06:25
大盘已进入下降通道，不知何时止跌？6一8月份是很危险的，经常大跌。明天要不要止损,06-06 05:02
放弃幻想，好好享受生活，享受人生，大盘从长线趋势来看，第一步先击穿2800，稍作,06-06 03:25
明天能超跌反弹？,06-06 05:33
美联储降息也是有限，会在百分之四以上维持很长时间，股市很难好起来！,06-06 06:24
有想哭的吗,06-06 06:24
六月就不该炒股，哎，回到年前了还多。5穷6绝，6月先是端午劫再是618打骨折，这,06-06 06:23
还挺对应啊，98765，明天红400家？,06-06 05:33
