context,date_time
缩量阳，大概率还要跌！,06-12 03:41
鸡肋行情，慢慢阴跌！,06-12 04:37
这次猛，能反弹到多少？,06-12 04:37
重磅，趋势正式反转，信号非常明显，加仓，今天继续冲这个板块,06-12 02:30
昨天周二大A再度缩量，但指数总体上是探底回升，上证收了绿盘，深成指和创业板指数都,06-12 06:26
A股：预判全对，周三收评，（6月12号）成交量不及7000亿！！！,06-12 04:30
明天要大涨,06-12 04:08
大盘别着急下周期交周；下周二18号；是个下跌小窗口；短期扔以震荡；反复腾挪为主；,06-12 04:27
可以抄底了#高盛发声：中国市场已现复苏信号#,06-12 03:44
关于草船借箭的思考,06-12 04:24
按最基础的15分钟级别均线及macd形态看——应该还是在憋坏，明天谨防陡直下跌。,06-12 02:39
A股：大反攻，山雨欲来风满楼！,06-12 04:19
证明没到底#高盛发声：中国市场已现复苏信号#,06-12 04:16
继续空仓。,06-12 11:36
“国产数据库第一股”达梦数据登陆科创板 一签可赚超10万元,06-12 04:09
#专家建议暂停量化交易！股友们怎么看？#中国股市最大问题是分红后强除息强降股价（,06-12 01:07
还有一个跌,06-12 04:12
柳叶刀重磅：“我们其实一直都应担忧甲型H5N1禽流感”，中牧股份,06-12 04:02
调查贴：截止目前您亏了多少？,06-12 03:57
可以考虑逢低布局。因为欧洲降息。美国江西不远了。所以股市应该有反弹。[大笑][大,06-12 04:08
哈哈！美股又新高了！,06-12 10:19
该起来了#高盛发声：中国市场已现复苏信号#,06-12 04:06
A股三大指数涨跌不一：成交额不足7000亿 文化传媒板块大涨,06-12 04:04
量化威武！,06-12 04:02
利空来了大A明天先跌为敬,06-12 04:02
6万价投Day48，,06-12 04:02
去旅游板块感觉会安全点,06-12 02:58
今天红是为了明天周四大绿特绿？,06-12 04:01
六月大思路不变！,06-11 08:30
2024年7月2日年第一届中国钣金行业可持续发展高峰论坛暨第一届亚洲钣金行业交流,06-11 07:18
由一位女明星想到防范情绪失控的管理,06-12 03:51
6.12复盘指数低开震荡高走，四千家红盘，基本上都是以弱势反弹为主，今天盘中预测,06-12 03:18
哎，今年太惨了，最近心情都要抑郁了，手里钱亏了50个，最近家里人炒股亏了150个,06-12 12:53
明天礼拜四，又要开阴了,06-12 03:48
久违的红盘能持续多久？,06-12 03:47
今天横盘震荡，符合预计行情，尤其是深证行情，一天几乎没怎么动。模拟图上午有点乱，,06-12 03:45
今晚美联储！呵呵呵！加息，A股没有前几次反应那么厉害了！应该不怎么跌！减息！呵呵,06-12 03:43
东方财富手机版有选股功能吗？,06-12 03:42
清华女博士终于发声：中国股市的钱都被谁赚走了？别再执迷不悟了,06-12 03:42
喜报喜报：A股暴涨0.31%！！！,06-12 03:23
没有勇气了！割肉收手一段！,06-12 03:39
『这就是 白蚂蚁和烂木头 III …今日呈现…量化最新异动！…』st上深创24.612数据,06-12 03:39
6月11：半导体产业链爆发,06-11 05:04
大盘7000亿都保不住了，让你们玩量化，把资金玩死了，没人敢来给你们割了。,06-12 03:30
【2024年6月12日收市短评】今晚别睡！美联储关键时刻！“中特估”到“科特估”,06-12 03:37
我好像失去了做股票的兴趣了[滴汗],06-12 03:37
收盘,06-12 03:31
每天最后都砸一下，为啥呀……[哭],06-12 03:06
新规改变市场，微盘股仍可能面临危机,06-12 03:35
消费电子崛起，博弈明日主线,06-12 03:35
可以听他的话，可以试试，结果会告诉你，就是一地鸡毛！！！,06-12 03:35
不是我贪心，只差9连板我就可以回本啦，想想好开心,06-12 02:55
[吃瓜][吃瓜]华闻集团带领大盘反攻！,06-12 02:49
逆水行舟，不进则退。等待方向选择。,06-12 03:17
成交量太差了。芯片半导体大部分股民不懂不敢买。炒白酒，茅台一千六，五粮应3百洋河,06-12 03:30
今天大涨9个基点，明天会小跌1%吗？[滴汗][滴汗],06-12 03:30
缩量上涨还得上涨,06-12 03:20
30万实盘记录（第24天）,06-12 03:17
实盘实录,06-12 03:02
收市以后交易所干啥,06-12 03:28
6.11日周二午盘小结,06-11 11:38
谢天谢地，谢谢主力！[拜神]高抬贵手，今天没有让账户亏钱，昨天账户可是亏1.8w,06-07 03:08
这指数，看着想吐,06-12 03:27
2024.06.12减仓四成 收过节小红包,06-11 03:38
一体压铸28亿升24转债申购早知道,06-12 08:47
明天准备好吃面了吗？,06-12 03:25
记得大力买入啊！5000点大牛市！,06-12 03:14
A股：大反攻，山雨欲来风满楼！今日大盘低开震荡走高，截止到收盘为止，上证指数上涨,06-12 03:24
北向资金看不到，可是每一天主力资金流出都有十多天了，是谁在卖出,06-12 03:18
上证条码文件板数量级数码含量测定仪表盘,06-12 03:19
【泓霖盘前预测 】24 0612（周三）科创是最大的亮点,06-12 09:36
上证指数恒生指数新加坡A50 指数已经回调到位，市场情绪技术面有修复向上的可能,06-12 03:17
主力思维,06-12 03:17
[图片],06-11 03:03
6月12日收盘点评,06-12 03:16
是我人都把晋控煤业买进去，20元不见不散！[主力][主力][主力][主力][主力,06-12 11:33
还延迟交易时间呵呵好多股票就早上低开高走一下，横一整天！一般早上十点抛，第二天早,06-12 02:45
下月,06-12 02:45
市场太卷了,06-12 02:45
真底来了大胆满仓干！,06-12 02:45
滚高盛！#高盛发声：中国市场已现复苏信号#,06-12 02:45
已经确立这里就是底部！大胆加仓！,06-12 02:45
多重利好，老乡别跑,06-12 02:44
缩量反弹，大跌在后面,06-12 02:44
两市成交量继续萎缩，个股普涨，90只涨停板。明天谨慎乐观。,06-12 02:44
今天7000亿都没有,06-12 02:44
无量上涨，注意危险[傲][傲][傲],06-12 02:44
求求你，不要这样折磨小股民了。,06-12 02:43
你以为的股票：涨了就卖，跌了就买，买了就涨，卖了就跌，一买就是主升浪，一卖就A杀,06-12 02:43
这成交量创下了近半年的最低，没有量，感觉明天危险了,06-12 02:43
今天可以买了吧,06-12 02:43
诱多快跑,06-12 02:43
还差个5⃣谷丰登[微笑],06-12 02:43
游资被埋，量化平仓，基金亏损，3000点的市场谁在赚钱？,06-12 06:57
明天大跌了,06-12 02:42
保卫黄河，保卫华北，保卫三千点！,06-12 02:42
一般来说3000点以下是不可能去的，毕竟这是咱家脸面问题，所以越是无限逼近300,06-12 02:34
明天大盘震荡区域大至3030一3046点。关注方向[俏皮],06-12 02:42
本周内3000点必破,06-12 02:42
套住高盛了#高盛发声：中国市场已现复苏信号#,06-12 02:42
决定销户了，亏了很多，心有不甘，害人的股票,06-12 02:41
6.12操作分享，对A股失望了，加美股基金,06-12 02:27
还延迟交易时间呵呵好多股票就早上低开高走一下，横一整天！,06-12 02:41
这量缩的……,06-12 02:41
可以适当的减仓！这个地方下午不对！个股没有拉上去，拉的指数,06-12 02:40
一直砸盘！,06-12 02:40
大盘的二浪调整结束了吗？期待第三大浪的到来！,06-12 02:39
成交量进一步萎缩，本周上证3000点必破！！,06-12 02:39
大家早安[吃瓜]近期市场很垃圾，稍强的科技，上周五早盘最强。张江高科造势，但跟风,06-11 07:43
今天就这样了，明天又是砸盘的一天，家人们好自为之,06-12 02:39
