context,date_time
【机构净买12股抢筹中兵！】,06-06 06:33
必须禁止#专家建议暂停量化交易！股友们怎么看？#,06-06 06:32
立即马上取消量化与转融通#专家建议暂停量化交易！股友们怎么看？#,06-06 06:32
【今日北向卖出56.8亿！】,06-06 06:32
量化交易应该用在天t+0的交易规则里#专家建议暂停量化交易！股友们怎么看？#,06-06 06:32
量化交易=不公平交易，90%散户(人脑)&10%机构(电脑)，如何玩？再不停止量,06-06 06:32
量化是一方面，融券更可怕！融券的本质就是下跌盈利！#专家建议暂停量化交易！股友们,06-06 06:31
今天会重新站上均线吧，支撑到了,06-06 06:31
三千点保卫战,06-06 06:30
看美股抄大A,06-06 06:30
永久关停#专家建议暂停量化交易！股友们怎么看？#,06-06 06:30
坏#专家建议暂停量化交易！股友们怎么看？#,06-06 06:29
量化不停，天理难容#专家建议暂停量化交易！股友们怎么看？#,06-06 06:29
我有个建议，上市公司把分红的钱用来回购注销,06-06 06:29
量化要禁止,06-06 06:28
前天三次探底都是一点比一点底，说明不是底部。所以我判断昨天还有探底，在反弹到最高,06-06 06:28
散户要的是涨，要的是赚钱，而不是什么规范什么正规。,06-06 06:27
深度数据，是不是你买什么股票？买了多少？账户上，银行卡里还有多少钱？什时候割肉清,06-06 06:00
一定要遵守交易规则，避免大亏。如果你读懂了股市就是取款机股票涨跌的浪是主力造的，,06-06 06:26
反弹就走，还有下杀,06-06 06:25
不交易？公平#专家建议暂停量化交易！股友们怎么看？#,06-06 06:25
弱势特征明显，持币等待，512均线都向下，MACD死叉，将下穿0轴。,06-06 06:21
我不买,06-06 06:21
没有投资价值#专家建议暂停量化交易！股友们怎么看？#,06-06 06:20
“刘纪鹏表示，我们现在的量化基金大概占市场的29%-30%，量化靠AI、机器操控,06-06 06:19
说到底大A比以前是好点，但中小投资者还是很不满意，我真想不通为什么非要让量化交易,06-06 05:57
不是暂停，而是必须停止量化交易！#专家建议暂停量化交易！股友们怎么看？#,06-06 06:17
量化交易比做庄更加可恶。已经严重的影响了资本市场的公平公正交易。#专家建议暂停量,06-06 06:17
取消关停量化交易势在必行,06-06 06:17
信息不对称，股民太惨了吧。#专家建议暂停量化交易！股友们怎么看？#,06-06 06:17
量化不除永无宁日#专家建议暂停量化交易！股友们怎么看？#,06-06 06:15
一秒300单，刀太快了吧#专家建议暂停量化交易！股友们怎么看？#,06-06 06:15
机构散户不公#专家建议暂停量化交易！股友们怎么看？#,06-06 06:14
不敢追高买进，买进必被套，就象山上的茶树，长出个嫩芽就被掐掉，所以茶树永远涨不高,06-06 05:41
量化是祸水#专家建议暂停量化交易！股友们怎么看？#,06-06 06:12
#专家建议暂停量化交易！股友们怎么看？#说了不算算了不说,06-06 06:11
有量化就没有牛市，有牛市就没有量化#专家建议暂停量化交易！股友们怎么看？#,06-06 06:10
量化交易欺诈普通股民，必须停止。#专家建议暂停量化交易！股友们怎么看？#,06-06 06:10
暂停二十日内低于一元退市,06-06 06:10
取消量化交易#专家建议暂停量化交易！股友们怎么看？#,06-06 05:54
#专家建议暂停量化交易！股友们怎么看？#可以继续量化，但是让散户T+0，机构T+,06-06 06:10
金融界新闻报道昨天一堆转融通借出的公司，这样能不跌吗？,06-06 06:10
"不该暂停，量化也是一种存在，应该改的是：小散T+0,百万以上资金T+1,千万以上",06-06 06:09
量化靠ai机器操作没有长远投资战略#专家建议暂停量化交易！股友们怎么看？#,06-06 06:08
推进考试形式的现代化，有价值。,06-06 06:07
今天大概率小高开，冲高然后跳水尾盘收阴线.,06-06 06:06
更有胜者怕公司退市#专家建议暂停量化交易！股友们怎么看？#,06-06 06:06
伯克希尔哈撒维技术性错误在大A变成铁一般现实,06-06 06:05
市场T+0，不容易被量化收割#专家建议暂停量化交易！股友们怎么看？#,06-06 06:05
停止融券！#专家建议暂停量化交易！股友们怎么看？#,06-06 06:05
量化没有长远思维#专家建议暂停量化交易！股友们怎么看？#,06-06 06:04
#专家建议暂停量化交易！股友们怎么看？#量化也不是不行，T+2吧,06-06 06:04
给散户T＋0。量化一秒就几百次交易，散户还在一天一下的打。#专家建议暂停量化交易,06-06 06:04
