context,date_time
2635不是底，得待时间考验。,06-25 10:15
无量杀,06-25 10:15
做庄都做不明白，你想有人进要让部分人挣钱。,06-25 10:15
亏几万涨几百[哭][哭][哭],06-25 10:15
我要2900,06-25 10:11
开始入场！[献花][献花][献花],06-25 10:15
国家队快支持,06-25 10:15
不要进，明天还会砸,06-25 10:15
实惨,06-25 10:15
全网的我，大力加仓买入了，大盘开始反弹了。大盘开始反弹了。大力加仓买入了，要涨停,06-25 10:15
没有最低只有更低,06-25 10:14
3012冲啊,06-25 10:14
胡锡进一个才进股市的新韭菜，啥都不知道，整天在股市叽叽喳喳的干啥，你那是炒股，绝,06-25 10:14
逃命去了,06-25 10:14
撤离，主力们自己去转融吧,06-25 10:14
模拟仓已打满！自己的空仓！,06-25 10:14
大盘开始反弹了，大力加仓买入了，要涨停板。起码100板走起来。我发财了发财了发财,06-25 10:14
银行，保险，石油，煤炭，电力，根本找不到接盘侠已然,06-25 10:14
暴跌马上开始,06-25 10:14
太强大了[捂脸],06-25 10:13
上涨不可能，跌的理由一堆一堆的,06-25 10:13
无量,06-25 10:13
继续向下2600！,06-25 10:13
老乡，不要走,06-25 10:13
想绿就绿吧,06-25 10:13
大A，今年赚的钱全部为回吐了！䒑,06-25 10:12
大A居然红了，说好的2600不来了？,06-25 10:12
量化赚麻了[微笑][微笑],06-25 10:05
发糖了,06-25 10:12
行情不好的时间，反思不足，还是自己太浅薄了,06-21 10:18
look look,06-25 10:04
利好频传，大面积破净爬在地板上的券商也该为国护盘了…！,06-25 10:06
诱多,06-25 10:12
不玩了[哭][哭][哭][哭][哭][哭]【广发证券】尊敬的客户，您尾号为065,06-25 09:09
一个，没有小散的活路！集体造假，远离吧！认亏吧,06-25 10:12
稳稳的做冲量薅羊毛，大腿肉不香吗？我#破3000点第三交易日，A股怎么走？#,06-25 10:12
下跌抵抗，没有一点量，继续下跌寻底，但是不知道底在何方？,06-25 10:08
6.25早评：33条河流发洪水,06-25 09:02
太牛了！暴涨中,06-25 10:11
先红骗你进来，然后往下闷杀。,06-25 10:11
下午怎么跌？2950？？？,06-25 10:11
【早盘点评】,06-25 10:11
吓唬谁呢，漂亮的120分钟底背离，大力搞起就对了。后面反弹一波是必须的。,06-20 01:44
第一个月：胡锡进第二个月：胡锡井第三个月：胡锡二第四个月：胡锡一第五个月：胡锡第,06-25 10:11
今天能拿下3000吗[吃瓜],06-25 09:56
融资融券可以无限制的重复操作，永远买不完。减少操作或不操作是明智的选择。,06-25 10:11
短期安全,06-25 10:11
银行说冲啊，保险说你先冲，我拖后，[大哭][大哭][大哭],06-25 10:11
大盘开始反弹了，大力加仓买入了大力加仓买入了。,06-25 10:11
全割了,06-25 10:11
放量才会大涨,06-25 10:11
这次还是要听大摩的,06-25 10:11
买，不要怕,06-25 10:11
实践证明越温和越不反弹，,06-25 10:10
六月还能绿色一个月嘛？,06-25 10:10
做空资金力量不够#破3000点第三交易日，A股怎么走？#,06-25 10:10
就这个量能，明天又是砸盘的一天,06-25 10:10
不是看不起你跌，是看不起你拉不起来反反复复拉高诱多套人，你想拉一定能拉高的问题是,06-25 10:10
大家别加仓哦，大盘在诱多骗你接盘而已,06-25 10:10
2933,06-25 10:10
2865的缺口怎么不显示,06-25 10:10
今天回收3000点一个阳线改变信仰,06-25 09:54
$上证指数(SH000001)$,06-25 10:10
主力天天卖，天天卖不完,06-25 10:00
今天下午收盘前可以搏一搏明天反弹,06-25 09:39
监管量化交易,06-25 10:09
昙花一现，大家都不要追，要吃套的,06-25 10:09
什么时候联系半个月上涨，估计市场才可能恢复一点信心,06-25 10:08
成交量这么低。没人玩了。,06-25 10:08
这市场一早上闷杀在坐的各位两次[笑哭],06-25 10:08
牛市开启,06-25 09:54
跌跌不休,06-25 10:08
天天如此，小冲高大跳水！,06-25 10:08
大家都跑了,06-25 10:08
我想解套啊,06-25 10:08
下跌中继，给我跌,06-25 10:07
奉劝各位认清形势,06-25 10:07
有种今天再跌5000家！,06-25 09:46
反弹来了，看看能不能到3100点，后面就要等年底了,06-25 10:07
今天还是白玩,06-25 10:07
我从参与者，用阿Q精神变成了看客哈哈哈哈哈,06-25 10:07
未来的十年，3000点将是最高点，立帖为证，二零零四年六月二十五日。,06-25 09:16
油价涨……带动塑料薄膜原材料要爆涨……？,06-25 10:07
半导体又是一次抄底的好机会呀！,06-25 10:07
竞价见分晓……,06-25 07:26
反弹就跑,06-25 10:07
不买了让空头自找下家,06-25 10:06
差不多了！满仓满融蓝筹股杀进来[买入][买入][买入][买入][买入][抄底][,06-25 10:06
债市大环境依然友好，30年国债ETF(511090)上涨0.31%,06-25 10:06
指数在3000点，收益到了2600点了,06-25 10:06
拉大盘还得是证券，银行保险不行,06-25 10:06
拉涨也没用，没多少人相信了,06-25 09:59
中线级别的下跌周期，选股难度很大空仓休息，免得各种止损亏的更快,06-25 10:06
黄金坑（大A）,06-21 06:48
有本事就继续砸啊,06-25 10:06
信心比黄金更重要,06-25 10:05
天天这鸟样,06-25 10:05
黑暗终将过去,06-25 10:05
根本没量,06-25 10:05
喜欢抄底？砸！,06-25 10:05
快下来，我等不及了,06-25 10:05
八月份到底，现在买不了股票,06-25 10:05
每次冲高都是减仓机会,06-25 10:05
反量不济，明天2930可盼,06-25 10:05
又是骗炮的一天,06-25 10:05
看看融券开始发力了，砸盘,06-25 10:04
又是拉白酒银行地产基建的一天。,06-25 10:04
赶紧下来，装什么装，像是要涨似的,06-25 10:04
在这里，只有做空才能不亏，,06-25 09:41
快告诉我，今天砸不砸？,06-25 09:35
量化又开往下砸了,06-25 10:04
涨涨涨涨涨涨涨涨涨涨涨涨涨涨涨涨涨,06-25 10:04
缩量拉硬拉，进去就被套,06-25 10:04
大家都不要买，永远解不套,06-25 10:03
银行护盘，券商助攻，大盘就稳了,06-25 10:03
最后的劝告，能跑赶紧跑吧！就当给自己留点吃饭钱，在这里多少钱都给你亏光！,06-25 10:03
涨起来了，快买,06-25 10:03
5000万散户不服[怒],06-25 09:40
全线爆涨涨涨涨涨涨涨涨,06-25 10:02
牛市来了，捂住。,06-25 10:02
600508收分红与空间巨大超低估值！都超值！,06-25 10:02
大盘已经见历史大底世纪大底，轰轰烈烈的上涨行情已经开始！！！,06-25 10:02
坐等拉升不解释,06-25 10:01
抄底大于两元以上的ST股，收益大于风险。,06-25 10:01
大盘仅仅反弹而已，历史上没有这种K线底部信号的,06-25 10:01
缩量上涨，还得跌回去，还不赶紧跑,06-25 10:01
今日继续暴跌，想啥美事,06-25 10:01
抄底啊，冲啊！,06-25 10:01
大盘一w点你们也回不了本,06-25 10:01
牛市启动了,06-25 09:33
量不够，还得回去,06-25 10:00
