context,date_time
完蛋，今天又是老样子的一天,06-26 09:45
别等救市了！市不是靠救的，主有自己的运行规律。要自己救自己！是等还是离，自己要有,06-26 09:45
唉,06-26 09:45
太难了，拜拜，我撤了，今年不玩了,06-26 09:45
今天市场又是如期的低开，后面会最低去到哪里呢？我等着来抄底，虽然1*0.9=0.,06-26 09:45
美联储未来9个月降息300基点？解析：极端交易员在赌什么？,06-26 09:45
拉升科技才是王道,06-26 09:44
这周破二千九。必须的！,06-26 09:44
再见，销户。,06-25 03:11
同志们手里没钱跟50万一个的面包会不会是同样的效果？,06-26 09:44
2850能企稳就烧高香去吧！,06-26 09:44
刚刚个股平均跌幅1.1点，现在平均跌幅0.1，五分钟拉了一个点，只能是主力抄底进,06-26 09:44
只有拉科技股起来大盘才会起来,06-26 09:44
建议把光伏删除了，祸害人,06-26 09:44
，再跌就跌没了,06-26 09:17
保卫2900,06-26 09:30
今天不破一个新低出来就往回拉，这？？？然后涨幅要是很小的话，明天后天还要跌[囧],06-26 09:43
跌破2940可以进入了[龙头],06-26 09:43
这里反弹不是好事,06-26 09:43
七翻身那是做梦，下跌打卡27天#A股连跌过后，能否迎来“七翻身”？#,06-26 09:43
偏离5日线太多，大概率在此位置横盘，等待5日线下来，再杀一波到底。,06-26 09:42
看样子不到2922住不下,06-25 11:13
6月太绝了。。。,06-26 09:42
这波套的就是做反弹的[旺柴],06-26 09:42
什么时间大盘补2800多点的缺口,06-26 09:42
小心，拉高出货，现在进估计会被埋。特别券商，一拉券商就有问题,06-26 09:42
有抄底资金进场了,06-26 09:41
早上托一下，下午直接瀑布，都是套路,06-26 09:41
砸到2800点再看吧，现在根本没有见底的可能,06-26 09:33
感觉今天又要跌上热搜,06-26 09:31
继续努力跌,06-26 09:41
打不过就加入。,06-26 09:41
惨兮兮的～～～,06-26 09:41
欢迎大家来捐款给富豪！,06-26 09:33
一天发一次,06-26 09:33
六连跌了，我看看到底什么时候会涨！,06-26 09:33
拉伸诱多，收盘跌1个点，大家不要进，2863点再看情况,06-26 09:40
我在等2850点开始买票，逐步加仓。,06-26 09:32
2900点却跌出1800点的个股价格[叹气][叹气]还能不能天天向上,06-26 09:40
开始发力,06-26 09:40
好了，可以下来了,06-26 09:40
兄弟们二十年老股们顶不住了，销户了！！！,06-26 09:40
泥沙俱下，跟2月份差不多，坚定持股不动看涨，短期走势不改变长期趋势，越跌越买即可,06-26 09:39
大盘2900点、个股大多在1800点,06-26 09:28
抄底罗,06-26 09:39
底部特征相当明显，加仓择股待涨！！！！[大笑][大笑][大笑],06-26 09:39
喜欢投机的人，注定输的妻离子散[想一下],06-26 09:39
没有人玩了，你们自己玩吧,06-26 09:33
周线缺口,06-26 09:39
今天是大底#A股连跌过后，能否迎来“七翻身”？#,06-26 09:39
这两天可能破2900了,06-26 09:39
受不了，天天跌！,06-26 09:39
开盘观察，今天将继续强势领涨的是#强势机会#加仓,06-26 09:39
指数向上勾了,06-26 09:38
时间换空间等熬没办法了。,06-26 09:38
没有一点反转得意思，一路狂泄,06-26 09:38
使劲砸，做到港股创业板一样就好了,06-26 09:38
梭哈梭哈,06-26 09:38
2800咋2800,06-26 09:38
要变盘了吗？,06-26 09:38
钱都进了银行了,06-26 09:38
这才是稳住的节奏了。,06-26 09:38
其实不想走，其实还想留，但不能害自己啊,06-26 09:38
$上证指数(SH000001)$,06-26 09:38
这几天账户亏损30W,06-26 09:38
