context,date_time
才下跌9转序列6了，后面还有7.8.9三个呢，3000必破的,06-10 10:52
6月上旬，市场无凝是艰难的，量能萎缩至7000亿，极度缺乏信心整个假期，投资群里,06-10 10:51
5月盘点 | 贵州茅台市值跌幅登榜,06-10 10:50
0610周复盘—A 股惊变！静默期何去何从？,06-10 10:21
二手房能隐藏交易价格，股市能不能也隐藏交易价格？既然隐藏交易价格可以稳定市场，建,06-10 10:47
空仓的都是高手，不碰a股的是专家！！！,06-10 10:47
向2600进军,06-10 09:28
指数这边，短期支撑位放到3015一线大级别的支撑位放到3.28的最低点，2984,06-10 10:39
这周我看到3023附近有支撑,06-10 10:39
一朝入股市，一世做股东。一涨三两分，一泄十倍上。涨时蜗牛笑，跌时猛虎跳,06-10 10:22
十分担心！还是要说！下周A股这样走！,06-10 10:09
码了一千多字，删减了几遍，仍然是发不出去，大家将就看吧,06-10 10:30
首先今天依然是端午节，再次祝大家端午安康，全国的学子们已经在等结果了，也预祝学子,06-10 10:29
20240611关注方向,06-10 10:27
《据说六月抄底反弹500点，你信吗？》,06-09 05:48
20240611-卧龙每日复盘~大盘再破3000点？！,06-10 09:35
明天低吸入场，对抄底的一次大胆尝试，今天主力也偷偷进了不少吧，量已经出来了，散户,06-06 04:04
明天还是跌,06-10 10:19
1.教培行业为新东方为龙头已经拉回过半，说明接下来教培行业的趋势开启了。2.本周,06-10 10:19
端午节过后，明天开盘是涨还是跌？大盘何去何从？,06-10 10:16
看看周K和去年上半年走势有点类似，又到了年中可能出现拐点的时候了，目前看利空因素,06-10 09:39
现在很多股票都在响应应退尽退的号召，积极主动的退市。退市又没有损失，还能套钱走人,06-10 10:15
下周股市板块参考，科技股有大涨吗？,06-10 07:09
看空指数到2500，甚至更低,06-09 09:56
明天牛市正式开始,06-10 08:07
魅力大锅周末公布经济数据向好，对大A有什么影响呢？筒子们，呵呵！明天大A……[呲,06-10 10:09
法宝口诀：上涨趋势中，小跌要买。下跌趋势中，小涨要卖。上升通道中，下跌是诱空。下,06-10 09:21
明天场子开张，目前走势看，最大的问题就是流动性问题，没有成交量，就啥也谈不上了！,06-10 10:04
2015年就抓了量化，那时还每秒33次，现在是每秒299次，点头同意。全世,06-10 09:42
大数据分析结果：A股毫无投资价值！,06-10 09:59
祝大家瑞龙安康！6月十日,06-10 09:55
A股：压得人喘不过气，明天6.11行情这么走，直奔主题！,06-10 09:43
抄底须要勇气。各自小心，自己判断。加了哦！,06-10 09:42
全球都在涨,06-10 09:42
下周有望突破4000点,06-10 08:05
清仓了想买咱们的ETF了,06-07 11:33
高股息继续护盘。,06-10 09:35
强化退市责任追究 防止上市公司“一退了之”,06-10 09:33
$上证指数(SH000001)$,06-10 09:28
坏消息是明天就要开盘了，好消息是这周只能跌四天[鼓掌],06-10 08:13
青林明天的精选，这几天到青林的心里价位了，就是直接开干，坐等明天开盘！出品人：q,06-10 09:25
$上证指数(SH000001)$$*ST洪涛(SZ002325)$$众泰汽车(S,06-10 10:11
要能活着就好，星星之火可燎原。,06-10 09:19
下周关注！绩优低价破净、高股息率，低估值小盘股:众业达（002441）一季报每股,06-10 07:47
但斌是个英伟达派出来找人接盘的托,06-10 09:16
如果股价还保持前一天的股价，那才叫分红！#高息资产持续走强，中国神华年内新高#,06-10 09:14
非常同意这个说法:消费者到商场去买商品，买到了伪劣的商品，去找商场退款，商场说它,06-10 12:21
周末消息，让我目瞪口呆，你们知道为什么吗？,06-09 10:42
大盘节前最后一个交易日疯狂下跌，已经杀出了一定的恐慌，从整体走势来看，早已在下跌,06-10 09:07
#国家能源局：做好新能源消纳工作##七匹狼联姻特步，股友们怎么看？##中远海控阶,06-10 09:23
下周小板看涨,06-07 05:33
重点关注！本周公布的这些数据，或将影响A股走向！,06-10 03:13
明天牛市正式开始,06-10 08:07
端午假期重要消息！今天是6月10号周一晚上，市场爆出了4个最新消息，国常会重磅发,06-10 08:56
明天我要去洪涛干一次主力，看看有多狂,06-10 08:53
看来星期二开盘又要跌了,06-09 02:06
豪哥实在A股：明天三千保卫战激烈角逐，大盘走势已定，大盘会这样走！,06-10 08:52
一定能行的,06-10 08:51
明天能不能起来！,06-10 08:47
A股：新一段行情开启，节后开门红！整个假期，消息面还是挺多的，其中比较重要的一个,06-10 09:34
没一次套人都比一次深,06-10 08:40
近一周北向资金净买额增仓超3亿元个股。,06-10 08:23
重点板块解读，节后这样操作！,06-10 08:18
明天大盘必跌！,06-10 05:20
端午假期之后是要开始出现反弹了么？,06-07 09:40
今年赚大发的大神特别多,06-07 02:32
2984走起,06-10 07:54
只允许量化去玩可转债[鼓掌]#专家建议暂停量化交易！股友们怎么看？#,06-06 09:31
量化机器人出了新政策，走势速度应该减慢，留给大家更多反应时间，不要着急。,06-10 07:51
上市公司退市风险谁来承担，这即是诚信问题，更是法律问题。投资环境需要公平公正合法的竞争。,06-10 07:50
6月第二周走势路径分析，与《端午劝退》。,06-10 06:30
上市公司就没几个好人，拿到股民的钱就跑掉了！,06-10 07:37
准备好资金抄底了,06-07 10:42
5月7日复盘，节前小红包收到，节后怎么走?,06-07 10:18
人到中年，100%的困扰和苦恼都是没钱造成的,06-10 02:09
股市随心笔记（6月10日）,06-10 07:35
【英国准备批准40年来最大的上市制度改革旨在提振萎靡不振的股市】财联社6月10日,06-10 07:34
看证券这个走法，破3000点是肯定的，从2635到3174它们明确吃完这400点,06-06 08:07
这么多利好下周一这不梭哈么[笑哭],06-10 07:32
空对了吗，小伙伴们#高息资产持续走强，中国神华年内新高#,06-07 04:53
量化存在的意义到底是什么？是促进金融市场繁荣稳定吗？是帮忙建设高科技金融市场吗？,06-07 04:52
问一下有没有比我还惨的亏了60个w还天天幻想回本感觉经常出现幻觉,06-07 04:37
收盘颤抖的打开账户瞧了下，自5月29日错误决定后，二账户总计损失10w，看到这个,06-07 04:49
$上证指数(SH000001)$,06-07 04:50
我，用上厕所的时间，写了一篇周五股评，非常重要，请你务必认真看完！,06-07 06:59
止盈玉龙股份买入协和电子,06-07 04:49
年初2600开始涨到3千1庄家赚500点割了一波，如果再想从新收割必须回到2千6,06-07 04:48
不护盘可能已到了2500,06-07 04:27
看来是时候再派唐僧去西天取一次经了。,06-07 04:48
明天大盘走势分析：新国九条引导价值投资已成定局,06-06 08:41
今天清仓割肉血流成河,06-07 04:34
下午盘黄线集体拉高，大盘蓝筹股不砸了。明天大概率要走抬头，这波阴跌持续了十三个交,06-07 02:22
本周红四黑一，满足了,06-07 04:23
最近三个交易日内，木有中长阳反包昨日阴线的股票就废了……大盘近几日原本有极佳见底,06-07 09:25
昨天500家涨！今天4500家涨！你钱有回来吗？优质公司是红盘了，但回昨天的跌幅,06-07 04:38
今天大利好，小盘股主力还在卖的，肯定有问题,06-07 04:35
今天又会走出怎样的形态？,06-06 10:21
对于造假者请采取如下规定：当造假数额特别巨大或者有其他特别严重情节时，犯罪者将面,06-07 04:34
远离该远离的板块！不管他涨多少，我只想说，对于市场出现的那么多问题公司，而且确定,06-04 12:00
不破不立不到2300不能买（长线）,06-07 04:32
今天不是大块头的票，早盘迅速冲高，然后快速回落，在昨收盘附近洗盘，当下又再次冲高,06-07 02:23
端午节#欧美股市大涨，A股今天怎么走？#,06-07 04:28
这周的行情，狗看了都摇头,06-07 03:52
二三十年前炒股的现在都在抖音讲课了、卖课加会员、他们是光动嘴不动手了、因为动手的,06-07 04:07
晕，太晕，老张说涨，老李说要跌，都是言之凿凿，还都是认为自己的对，一会该信老张，,06-07 04:23
指数着似上来了！大大部分个股比2600点时还低！亏麻了！！,06-07 04:23
底部特征更加明显昨天我说像是最后一跌，没有把握，虽然有一点准确的地方，确实有最后,06-07 03:40
6月7日股市收评,06-07 04:21
市场这么对待“耐心资本”？已破3050我的中长线止损位,06-06 05:49
开盘回14000，收盘还有1000。5天亏4天,06-07 04:00
去你的理由#专家建议暂停量化交易！股友们怎么看？#,06-07 04:17
指数跌到899会怎么样，有可能吗。,06-07 04:17
关停#专家建议暂停量化交易！股友们怎么看？#,06-07 04:16
一天天瞎搞指数回来了钱没了,06-07 04:08
收市盘点：半导体产业链逆势大涨，什么情况？,06-07 04:15
节后回来还会跌吗？,06-07 04:13
该怎样解读最新PMI数据？,06-07 04:13
日本2023财年机床订单额减少15%,06-07 04:11
昨天亏2w，今天回1k，真心玩不起了,06-07 03:38
本来都要跌倒3000了还拉下周茅台跌八个点吧,06-07 04:10
可以逢低建仓，今天主力进场了，可以跟随！,06-07 10:46
加油，正本清源，雄起,06-07 04:08
国内还忙着半导体的星辰大海、电车内卷时，老米已经调转枪头成立生物制药联盟！新考研,06-07 04:07
$上证指数(SH000001)$,06-07 03:13
$上证指数(SH000001)$,06-07 04:05
开盘前瞻：沪指震荡收星，是下跌延续还是止跌信号？,06-07 04:03
他们说我图p的不好[哭],06-07 03:25
看#专家建议暂停量化交易！股友们怎么看？#,06-07 04:01
#专家建议暂停量化交易！股友们怎么看？#那还用说吗！！！必须停量化！人怎么可能快,06-07 03:56
6月7日早盘计划|该来的总算来了！！,06-07 08:17
上证银行股指数是A股市场短线止跌企稳之关键，敬请密切关注！,06-07 10:36
长春高新：未听说长春国资委计划把公司注入亚泰集团】,06-07 03:58
不一样的风景,06-07 09:18
昨天丢了一头牛，今天捡了一只鸡,06-07 03:45
大癌真的没法玩了，持续3年了市场每天随随便便都是以百亿元为单位净流出，纸数永远无,06-07 01:51
2024.6.7/黄金欧盘布局2385-2386空止赢2376两单拿下18点利润,06-07 03:54
今天市场早盘可是收涨超3600只,06-07 12:24
把昨天搞回来了,06-07 03:52
#高息资产持续走强，中国神华年内新高#,06-07 03:52
6月6 早评策略：今日的标是否还能持续？,06-06 05:50
北汽蓝谷怎么还在被融券做空？,06-07 03:51
还建议干啥，一个字停。#专家建议暂停量化交易！股友们怎么看？#,06-07 03:51
[旺柴],06-07 03:50
周一跑吧，十字星是绿的，注意点吧,06-07 03:50
老乡你别走！你别走！,06-07 02:31
内资天天砸盘太,06-07 03:50
护盘的来了！今天这根十字星太漂亮了，下周有望力挽狂澜迎变盘。,06-07 03:50
今天是歇歇脚，再继续进行下去吧！,06-07 03:49
下跌轨道已打开，不知何处才是底,06-07 03:49
举双手赞同#专家建议暂停量化交易！股友们怎么看？#,06-07 03:41
投资是一场修行，在人声鼎沸处守得住清醒，在无人问津时耐得住寂寞。不问来路曲折，跨,06-06 07:56
A股科创都是草台班子？英伟达：And中概。,06-07 07:34
行情完全失控！微盘股大面积崩盘真的好吗？,06-06 07:05
今天纯纯粹粹是宁德时代一只股票带塌了整个市场表现,06-07 11:11
如果3031不是底，，下周来个3023也是可以接受的，，反正看指数炒股，也只是参,06-07 03:47
这个点位可以玩一年多，到年底还是这个点数,06-07 03:18
长城炮，大A红！涨了，涨了，恭喜我大A大涨0.08个点，好开心！！！！！,06-07 03:17
今天这种走势才对，大盘跌，个股涨。说明资金已经不刻意去拉指数，这种走势才真实。希,06-07 02:12
谁也没预料到吧，下午很有可能还会反弹上去！,06-07 01:02
今证劵板块竟然还有跌停的，真是服了！,06-07 01:10
6月7日妖股预判：1、协和电子：PCB概念连板龙头，昨天还是炒作的车路协同，由于,06-06 07:51
我猜周末又会发利好,06-07 03:01
A股三大指数集体收跌，微盘股指数暴跌超6%，超4800只个股下跌，内资净卖出超347亿！,06-06 03:45
$上证指数(SH000001)$,06-07 03:03
收评|别拦我！清仓A股去美股！,06-06 03:03
空仓等跌,06-07 03:14
祝大家端午安康！！！祝高考学子金榜题名！！！祝各位股民朋友们节后吃大肉！！！就这,06-07 03:14
长江电力什么都好，但是你必须接受它的低股息，中国神华什么都好，但是你必须接受它现,06-07 12:20
又会基本最低点收盘,06-07 01:05
如果我没猜周末会有利好，周二照跌不误,06-07 02:59
以前满仓哥的IPO，现在清仓哥直接一波带走,06-07 07:12
李蓓：逃离火场后，请勿再返回。现在懂了吧,06-07 12:28
撤销这些破指数吧，根本不能反应实际市场的涨跌。,06-07 03:12
3020咋的不能一下砸穿啊，非得在这墨迹,06-07 02:34
虽然震荡行情难改，但“六绝”应该不会发生,06-07 07:00
md，五天亏了11.9个点。,06-07 03:12
今天是不是触底了,06-07 03:11
盘点 | 隆基绿能市值大幅缩水,06-07 12:57
6月6日小龙收评（保持空仓）,06-06 07:25
A股2024探底，2025启动超级大牛市，底层逻辑解析！,06-07 11:32
7000的量。一日游啊。,06-07 03:10
确实要向国际学习，向先进学习。可多借鉴欧美及日印韩等等。多培养或引进人才，A才会,06-07 03:10
北向是进还是出的？,06-07 12:57
节后起飞,06-07 03:10
口子窖,06-07 03:09
上证指数,06-07 03:09
今天超跌反弹，股指仅仅微红，等节日消息吧，先减半仓。,06-07 03:09
指数顽强翻红，闻到了牛市的味道[微笑],06-07 03:00
量化交易和融资融券是股市毒瘤#专家建议暂停量化交易！股友们怎么看？#,06-07 03:09
下跌中继,06-07 03:08
终于轮到中盘股，下一步是大盘股,06-07 02:56
这东西是后台控制的，根本不会涨的,06-07 03:08
看都不敢看了,06-07 03:08
暴涨！强！实在是太强了,06-07 03:08
章建平跑路传言被辟谣，席位重出江湖却在一只ST意味着什么？,06-07 11:06
今天这种盘口确实有一点“乘兴而来，败兴而归”的意思！本来以为今天有一个大涨性的好,06-07 12:26
今天赚了三百六十块钱，请问我在A股里算什么水平[大笑][大笑][大笑][笑哭][,06-06 02:45
取消量化。散户t+0。,06-07 03:08
MMP，5天绿4天,06-07 03:08
今天居然亏的比昨天还多，一个星期亏10%[大哭][大哭][大哭][大哭],06-07 03:07
月线乌云盖顶，死板板了,06-07 03:07
缩量上涨还会涨，满仓,06-07 03:07
$上证指数(SH000001)$,06-07 03:06
周二，一根大阴线！,06-07 03:06
643不破，下周会比较难过，今天破了643，下周8元见约起来，今天目标，一起攻克,06-07 02:50
这次看到2900，再不行就2800，大家最好都要有足够的心理准备,06-07 12:39
6.7：周五午后，A股盘中有反弹,06-07 12:22
也挺奇怪，难道今天垃圾股涨，价值股跌？不能一起作用吗？,06-07 09:26
3023不变,06-07 03:04
小微股造假，蓝筹股有没有可能也造假？,06-07 02:56
东西，买了5只股票，从买入的那天开始一直跌，每个都在20%左右，东西,06-07 03:04
只能靠北向拉升,06-07 03:04
继续跌，敢跌就敢吸，6成仓位抄底，加杠杆上[买入][买入][买入][大笑][大笑,06-07 12:34
如果能拉出一根大阳，调整一段时间，我敢做。这种下跌趋势，没有做多量能，特么我这个,06-07 02:56
历史不会重演但总是相似！目前走势象极了2014年底--2015年初的行情。在那波,06-06 03:50
今天净亏损1万,06-07 03:01
第一次有不想买股票的恐慌感,06-06 10:28
涨了特停，现在安心了,06-07 03:02
个股都在2500点真会玩,06-07 03:02
下跌中继而已,06-07 03:02
