context,date_time
量化和转融通不停，就会是这个结果。因为他确实赚钱呀！既然能赚钱，机构干嘛不干！,05-30 02:26
全球第一？,05-30 02:26
英伟达股价飙升的背后逻辑是什么？,05-29 11:06
破位了！,05-30 02:26
根本跌不动这就是大牛市啊,05-30 02:26
的,05-30 02:26
年线必到,05-30 02:26
今天一定要跑，不跑来不及了，大家感觉跑，,05-30 02:26
三只乌鸦,05-30 02:26
缩量下跌还要跌，放量下跌还要跌，缩量上涨还要跌，放量上涨还要跌。,05-30 02:26
市场表现彰显韧性，符合五穷六绝预期,05-30 02:26
一路向下,05-30 02:26
明天大涨,05-30 02:25
跌破3087就ok,05-30 02:25
半年线保不住了,05-30 02:25
大A牛[赞][赞][赞][赞],05-30 02:25
受外围市场影响总结,05-30 02:25
到位了呢,05-30 02:25
五天你又回到原点，我特么又五个点没了,05-30 02:25
加油加油,05-30 02:25
再炒股就要倾家荡产了[哭],05-30 02:25
又是几百亿流出，哈哈哈,05-30 02:24
临收盘再来恶心我一下吧！看你能下杀多少！,05-30 02:24
今天跌，明天跌，哪天不跌？,05-30 02:24
【六月指数存有这需求】两周前，本人发表了指数该周四、五会进行反抽行为，然后下一周,05-29 11:18
事实证明，大盘从底部涨了7百多点，你都没挣到钱，牛市与你们又有什么关系呢？,05-30 02:24
无量你在装什么？,05-30 10:03
天天打砸，真是见鬼了,05-30 02:24
绿一个点刚刚好,05-30 02:24
你们真是个狠人啊,05-30 02:24
三千点保卫战又要来了[笑哭],05-30 02:23
明天大涨,05-30 02:23
最后的下压,05-30 02:23
做空的估计赚麻了？,05-30 02:23
测试下能不能正常发表意见,05-30 02:23
、,05-30 02:23
我个股连续跌跌一个月了,05-30 02:23
今天会再破近期新低，并且大概率破60日线,05-30 02:22
好！好！好！,05-30 02:22
大盘红，账户绿，大盘绿账户绿反正怎么样也是绿到底玩的啥,05-30 02:22
都在等到3080试错，空仓中[旺柴],05-30 02:22
今天不会7000亿都不到吧？5000多只股票啊。,05-30 02:22
都是大资金做空，也只能是大资金能融到劵，为什么就不能大资金只能做多，小资金才能融,05-30 02:22
成百上千只小微盘股几乎涨跌一至，你说不是量化搞得谁信啊[怒],05-30 02:22
我想起了一个笑话，你为什么不买红的，是不喜欢嘛？,05-30 02:21
下手，地量,05-30 02:21
沪a，这点位破不了了3087,05-30 02:21
在股市一套十几年，后悔死了[哭][哭][哭],05-30 02:01
$上证指数(SH000001)$,05-30 02:21
这一周的交易也剩下明天的最一天，下周大盘将进入2打头的两千多点范围内上下排还了！,05-30 02:21
善栽善栽,05-30 02:20
身边的盆友都空仓观望了，今天我也割了！肉痛！,05-30 01:59
收盘流出300亿元,05-30 02:20
"618了,本来是想换几个家电的,现在亏这么多,想想还是算了,唉!",05-30 02:20
话撂在这里，种业到底了[大笑][大笑][大笑],05-30 02:19
护盘队现在成了唐僧肉，利用各种手段逼你买，然后打压出货[想一下],05-30 02:19
大盘到达第一支撑位3088,05-30 02:19
下午居然走出所有指标股同时下跌的图形，如此同步，是啥问题？这些股是神秘力量控盘的,05-30 02:19
多也好，少也好，老子就是不干了,05-30 02:19
2800,05-30 02:19
明天再破年线和60日线,05-30 02:19
现在可以闭着眼睛买了，社保大模型非你莫属，两年以后必上50，立帖为证。,05-30 02:19
五周线3087点不破，就有希望震荡向上。破了防范风险。,05-30 02:19
A股今天的砸盘资金截止现在不足200亿，说明什么。。。他们也不敢把筹码砸出来了。,05-30 02:18
今天指数肯定是最低收盘价,05-30 02:18
这样的K线图，摔下来都不知道底在哪里？,05-30 02:18
温和点3074,05-30 06:06
作为一个20年的老股民，现在这个市场不敢玩了，已经怕了，只要一回本，我马上销户！,05-30 02:18
新征程，新亏损,05-30 02:18
比年前亏得还多,05-30 02:18
真不知道多少人赚钱了[捂脸][捂脸][捂脸],05-30 02:17
他又在笑，他在大笑,05-30 02:17
破，破，破！,05-30 02:17
领头跌最多你再拉稀吗？,05-30 02:17
快点跌破60,05-30 02:17
不怕不怕，暂时回调，倒车接人，还会涨上去。不做投资建议啊。,05-30 02:17
A股：今天匪夷所思，恐怕有大事要发生了，明天5.30这么走，直奔主题！,05-29 04:54
……,05-30 02:17
再次打响3000点保卫战,05-30 02:17
大A太奇妙了。,05-30 02:16
