context,date_time
本周必破2900点[俏皮],06-25 02:24
我在2870等你。,06-25 02:24
2866等你回来！,06-25 02:23
嚯，这么刺激,06-25 02:23
天天增持ETF拉指数创新高的后果很严重,06-25 02:23
请问各位大神，为何这时候才抛?早为何不抛呢?,06-25 02:23
大A清盘退市#A股连跌过后，能否迎来“七翻身”？#,06-25 02:23
这是打算干嘛！,06-25 02:23
$上证指数(SH000001)$,06-25 02:23
完了，2900点也保不住了，彻底没人了,06-25 02:23
本周要开启2900保卫战,06-25 02:23
连续6周下跌真是创造历史了,06-25 02:23
明天2900,06-25 02:23
再来个2635,06-25 02:23
来呀,06-25 02:23
2920？,06-25 02:23
笑了[偷笑],06-25 02:23
1500点,06-25 02:23
到底谁天天在做空卖出？那里来的货？转融通为何散户不能操作？,06-25 02:23
A股点数大讨论 寻求支撑位,06-25 02:23
绝望，即反转,06-25 02:23
没有增量资金，只能是杀跌,06-25 02:23
早就说了，上午是装的,06-25 02:23
上半场拉起来，下半场割韭菜,06-25 02:23
继续跌,06-25 02:23
马上就能打响2900保卫战了,06-25 02:23
2929 不能再跌了,06-25 02:23
快点跳吧，就等这一哆嗦了,06-25 02:23
年前的味道来了,06-25 02:23
不会真有二笔抄底吧[奸笑][奸笑][奸笑][奸笑],06-25 02:22
千万不要博反弹，吃的就是这种心理,06-25 02:22
消费板块有政策扶持，关注后继促消费力度。发消费券，各种旧换新利好落地。相对来说受到国外冲击的影响很小，衣食住行旅刚需稳定。,06-25 02:08
大盘到了2924.24哈哈我买点！,06-25 02:22
主力又喜提250亿,06-25 02:22
今天2千9能否保住,06-25 02:22
今天微调1.5%，拭目以待,06-25 02:22
剑指2900，不信走着瞧！[俏皮],06-25 02:22
[亏大了][龙头],06-25 02:22
哎，满仓证券，现在亏八个多点，不知道出来，还是继续扛着[滴汗][滴汗][滴汗][,06-25 02:22
许多个股应该都破了2635的价格了。缺口2867之前肯定要补,06-25 02:22
外面几年牛市，我家几年熊市，天天，,06-25 02:22
2929,06-25 02:22
给力的大盘,06-25 02:22
2555点必须到，大家拭目以待。,06-25 02:22
#A股连跌过后，能否迎来“七翻身”？#扶不起的阿斗，,06-25 02:22
[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭],06-25 02:22
2000是底#A股连跌过后，能否迎来“七翻身”？#,06-25 02:22
[捂脸][捂脸][捂脸]证券就是祸水啊[捂脸][捂脸][捂脸],06-25 02:22
七月破2700，3000今年都别想再看到了。#A股连跌过后，能否迎来“七翻身”？,06-25 02:22
市场主力不按套路出牌，板块轮动下跌，强势板块补跌中。2900点没有安全感，五穷六绝碰上股指期货，期权交割周。,06-25 02:22
2600点保卫战,06-25 02:22
请教一下，大盘缺口回补了吗,06-25 02:22
这周能不能保住2900,06-25 02:22
冲#A股连跌过后，能否迎来“七翻身”？#,06-25 02:22
天天暴跌,06-25 02:22
发转个屁,06-25 02:22
7月意味着下半年的到来，下半年会更惨！！！#A股连跌过后，能否迎来“七翻身”？#,06-25 01:43
年度级别下杀！,06-25 02:21
买了A股已老实,06-25 02:21
好多股票都回到2635了，为什么大盘不能回到2635,06-25 02:21
明天2900保卫战,06-25 02:21
今日要拉稀,06-25 02:21
继续跌，别拉。,06-25 02:21
这就是技术性牛市？多么讽刺,06-25 02:21
五穷六绝七翻身，下半年有希望吗？,06-25 02:21
以前汪汪队还能把指数拉起来，现在根本拉不动了，让其自生自灭吧[偷笑],06-25 02:21
给大家说一句真心话：这个市场不值得相信，大家赶紧退出吧。,06-25 02:21
先涨后跌。。。。这是又套住了新韭菜呀!!!看样子是奔着破2900去的[滴汗][滴,06-25 02:21
上午进的又都阵亡了？,06-25 02:21
不怕的赶紧去抄底，技术好的走钢丝。,06-25 02:21
又连跌5天，牛啊真牛啊,06-25 02:21
实在有点夸张,06-25 02:21
求破2900,06-25 02:21
已经有板块指数低于上证指数2635点时的位置，个股就更不用看了，如果上证指数奔2,06-25 02:21
大盘没有底了,06-25 02:21
还3000点保卫吗？,06-25 02:21
来了！冲[上涨][上涨][上涨][上涨][上涨][上涨],06-25 02:21
销户了,06-25 02:21
熊市就是如此，慢慢熊途。平均4年。今年已经进入了深度熊市，熊市中最重要的是活着。,06-25 02:21
尾盘拉了,06-25 02:21
明天还要跌吗？？没有支撑点也没有利好！,06-25 02:21
625,06-25 02:21
让那些靠题材炒作的严重亏损股票跌回原处,06-25 02:21
明天开始2900保卫战，下周2800保卫战,06-25 02:21
散户都别玩了#A股连跌过后，能否迎来“七翻身”？#,06-25 02:21
这得劝多少人销户,06-25 02:20
直接一点吧,06-25 02:20
利好资本，#IPO受理、上会全部恢复，如何解读？#,06-25 02:20
加速了！加速了！,06-25 02:20
没想到今就破2900。,06-25 02:20
本月会刺穿2922后才能止跌,06-25 02:20
下跌26天，3174.26的26了解一下吧,06-25 01:52
今年能看到2600点,06-25 02:20
大盘怎么啦,06-25 02:20
没有汪汪队。主旋律就是跌[大笑],06-25 02:20
[捂脸][捂脸]3000点就是高地了[赞],06-25 02:20
其实从2600拉上来的，现在砸盘的都是同一批资本[666][666][666],06-25 02:20
昨天有人问这是牛市的什么阶段，说实话我也挺好奇的……,06-25 02:20
两个字：漂亮！,06-25 02:20
赶紧收盘吧，卧槽,06-25 02:20
2912,06-25 02:20
伤心！痛苦！绝望！,06-25 02:20
一天6000亿哈哈,06-25 02:20
不停的在做空,06-25 02:20
还差跌39个点，全仓买入,06-25 02:20
李大霄一出来准没好事,06-25 02:20
我拉满了，你要真厉害下星期让我止损,06-25 02:20
今天主要针对的是抄底的人[大笑][大笑],06-25 02:00
2800点看吧……[滴汗],06-25 02:20
$上证指数(SH000001)$,06-25 02:20
什么玩意,06-25 02:20
2900点保卫战打响,06-25 02:20
又到了快速下跌阶段,06-25 02:20
兄弟们，赛力斯跌停了,06-25 02:20
加油2931,06-25 02:20
跌势未止！,06-25 02:19
多头想反弹，被狠狠的胖揍了,06-25 02:19
一步到位，冲下去2900点,06-25 02:19
加大IPO，加快融资转手，把大盘做空到999,06-25 02:19
止跌还早着呢，离2635点还有很大下跌空间[憨笑][憨笑][兴奋][兴奋][兴奋,06-25 02:19
割了吧，都焦了,06-25 02:19
个股早都在2300了，应该修复大盘了，,06-25 02:19
我只想解套行不行,06-25 02:19
不可能#A股连跌过后，能否迎来“七翻身”？#,06-25 02:19
你告诉我这个市场还怎么玩？,06-25 01:54
2937.88,06-25 02:19
裤衩子当了加仓,06-25 02:19
这是什么情况？,06-25 02:19
2860才安全,06-25 02:19
专家些今天下跌找到原因没有？？,06-25 02:19
我不装了。。。。,06-25 02:19
继续空仓看戏。,06-25 02:19
活钱都套住了，量化癫狂了,06-25 02:19
明天上证上涨个股继续缩小！！,06-25 02:13
马上回来,06-25 02:19
2900点保卫战即将开始[看空][空仓][卖出],06-25 02:19
这一波空头砸的好爽，,06-25 02:19
大资金不入场只能说目前点位的股票还是贵，还有下的空间,06-25 02:19
今天跌0.79个点。,06-25 02:19
阴包阳，这波必须破2770点。,06-25 02:19
没量，没有跌到位。没有承接！,06-25 02:19
破2900,06-25 02:19
现在是越什么，越没量。,06-25 02:19
已经砸不出恐慌盘了，大部分都空仓。明天继续呀,06-25 02:19
第一个缺口2867.47缺口0.24点，第二个缺口2829.70缺口0.2点，这,06-25 02:19
哈哈，看周线死叉，2560点，拭目以待,06-25 02:19
今天又三杀了,06-25 01:49
现在大家都不去接盘石油，银行，里面的钱没办法来接盘其他的票,06-25 02:19
龙源技术,06-25 02:18
这样下去我估计散户的口袋都要被洗得像脸一样的干净,06-25 02:18
踏歌声没有了，踩死者不计其数[怒]#A股连跌过后，能否迎来“七翻身”？#,06-25 02:18
卖赛力斯保茅台，继续销户保平安,06-25 02:18
给我砸[滴汗],06-25 02:18
剑指2000,06-25 02:18
破2635再买,06-25 02:18
煤炭拉了一波，被券商砸下去了,06-25 01:54
10月见阶段底2600左右，然后涨几个月，明年见大底2100左右，然后2026年,06-25 02:18
损失惨重的小散,06-25 02:18
66666666666666666666666,06-25 02:18
神奇两点半大跳水,06-25 02:18
中字头天天带头砸盘，厉害,06-25 02:18
#高盛发声：中国市场已现复苏信号#,06-25 02:18
存银行利息低的可怜，只能买银行股,06-25 02:18
一年一度的杀白马盛宴开启，塞力斯领队,06-25 02:18
跌破了前期的低点了！这个走势一看就都在做T的走势，逢高出逢低抄，就造成了股指的上,06-25 02:18
2900，哈哈哈,06-25 02:18
大盘最好跌停，这样个股才是安全的,06-25 02:18
这个早上补仓的话，套的死死地！,06-25 02:18
熟悉的味道，熟悉的大A,06-25 02:18
没跌多少，继续,06-25 02:18
跌哭了[大笑][大笑][大笑][大笑][大笑],06-25 02:18
谁是A股最大的庄家。,06-25 02:18
来猛点，希望连续一个月都是暴跌,06-25 02:18
离开吧,06-25 02:17
这一轮下跌回到2860附近回补缺口才能在往上冲,06-25 02:17
#高盛发声：中国市场已现复苏信号#机构趁睡午觉，做美梦拼命砸盘,06-25 02:17
2867有个跳空缺口,06-25 02:17
我把话放这里，必破两千五！,06-25 02:17
瑞银期货，摩根大通加仓做空股指，大家小心哟[再见],06-25 02:17
都别看了，散了吧，明天2900保卫战,06-25 02:17
突然对下跌和亏损失去了感觉，还不断想笑，笑到同事以为遇到什么好事了！！,06-25 02:17
是不是买入的机会来了,06-25 02:17
加油补缺口,06-25 02:17
看样子要奔2635去了,06-25 02:17
来喽，跳水队又来了,06-25 02:17
郭嘉队也顶不住转融通吧,06-25 02:17
空头太猖獗了，2900啊，不行去2880吧，,06-25 02:17
天天跌，跌的裤叉都没了,06-25 02:17
曾经说过该出手就出手！为什么现在还没有出手？等到什么时候再出手？,06-25 02:17
狂泻[捂脸]，大盘直奔2800[笑哭][赞],06-25 02:17
上个小仓,06-25 02:17
今天是高台跳水,06-25 02:17
想在股市赚钱，那只能是梦想。,06-25 02:17
不可能，绝对不可能#A股连跌过后，能否迎来“七翻身”？#,06-25 02:17
下跌的时候，总是那么丝滑。,06-25 02:17
目前可以进格力电器，防守反击的作用。,06-25 02:17
一会儿不看，就朝下了！太吓人了,06-25 02:17
还好下午开盘跑了[大笑]这种行情巴菲特来了都得变成韭菜特,06-25 02:17
这波的反射力还是比较有耐力的，继续观望[赞][火箭][财神],06-25 02:17
把所有软件都卸了，2年后再打开看结果,06-25 02:17
光伏小微茅宁半导是否多要崩一边。解救融券止券啊！,06-25 02:17
跌吧跌吧目前只亏我0点04而已,06-25 02:17
以目前的形式，2650都不是底！加油！,06-25 02:17
不想说话，心很痛,06-25 02:17
踏马的,06-25 02:17
坚持理想信念，眼前的困难只是暂时的,06-25 02:17
每天都是底啊#A股连跌过后，能否迎来“七翻身”？#,06-25 02:17
继续大力发展转融通,06-25 02:17
从五月下旬的三千一百六十多点已经跌了一个多月了。,06-25 02:17
2867.71有缺囗回补,06-25 02:17
真带劲啊，马上2900保卫战,06-25 02:17
目标是2865.90,06-25 02:16
飞流直下三千尺，好风光无限好！,06-25 02:16
只有做空才能稳赚，可惜散户不能做空，所以散户只能亏钱。,06-25 01:54
明天就2800,06-25 02:16
又到了2800保卫战，大概率空方赢,06-25 02:16
主力从2635点上来，目前为止还有300点的利润,06-25 01:58
[哈欠],06-25 02:16
直接收盘吧[哭],06-25 02:16
可能会一直诱多,06-25 01:58
跑步出场,06-25 02:16
但今年预期最为悲观时期可能已经过去。既然是可能，那基本上就是不可能#A股连跌过后,06-25 02:16
老铁们，帮我看看大盘涨到五千盘多少点了，我用了快三年的老年机，看不到。拜托了,06-25 02:16
保守估计两个点,06-25 02:16
疯狂杀科技股，还科技兴国,06-25 01:38
又跳水了,06-25 02:04
大盘去补2866.91了，兄弟们都撤吧,06-25 02:16
快关了得了，立即关闭,06-25 02:16
大盘你能跌停吗？跌停我的个股就安全了,06-25 02:16
t+0大a立马起飞,06-25 02:16
以前放量杀也就1天，现在每天冲高低走反复杀,06-25 02:16
2887快到啦，还有两天就能跌到位,06-25 02:16
现在就砸有点过早了，上次到这个位置的时候，第二天就来了个大阳线，现在两点多开始砸,06-25 02:16
牛的,06-25 02:16
天天都是回本的心理，结果越亏越多，财富缩水60%[哭][哭][哭][哭],06-25 02:16
做空才能赚钱，继续做空,06-25 02:16
越低风险越低，这是大家知道的,06-25 02:16
砸起来，省的天天发问询涵，,06-25 02:16
跌出来的黄金坑，才是真黄金坑,06-25 02:16
今天又是一个多点,06-25 02:16
加油！[下跌][下跌][下跌],06-25 02:16
十一之后#A股连跌过后，能否迎来“七翻身”？#,06-25 01:54
真惨！！,06-25 02:15
今天进的一个都别想跑,06-25 02:15
老乡等等，马上大涨5000,06-25 02:15
厉害了重垂直打击,06-25 02:05
哈哈2900很快就到啊[大笑],06-25 02:15
散户不割肉，主力不会拉，继续做空股市赚钱,06-25 02:15
大A这走势[滴汗],06-25 02:15
这个跳水跟比以往都来的早一些。,06-25 02:15
大盘这种操盘手操作手势就是杀鸡取。,06-25 02:15
加速下跌趋势,06-25 02:15
再砸，砸到2921看看什么情况,06-25 02:15
如果什么都不变的话，3000点是顶，是大顶！#A股连跌过后，能否迎来“七翻身”？,06-25 02:15
只是希望，散户说了不算[滴汗]#A股连跌过后，能否迎来“七翻身”？#,06-25 02:15
已无韭菜了#A股连跌过后，能否迎来“七翻身”？#,06-25 02:15
远离股市,06-25 02:15
开始缩量突破了，要等一波放量大柱才会改变走势，本人25年技术派，开户到现在战绩-,06-25 02:15
重复昨天的套路一点半准时砸！,06-25 02:15
疯狂踩踏，哈哈哈哈哈哈哈,06-25 02:15
明天下探2930能不能稳住,06-25 02:15
大盘分时叠加板块异动来看，每一次站起来，你都以为他是准备去兜里掏钱给你，而其实是,06-25 01:35
2900保卫战打响,06-25 02:15
哈，就猜到它尾盘要拉稀,06-25 02:15
逃命要紧！逃命要紧！,06-25 02:15
我相信会有牛市,06-25 02:15
主力现在就是一个字儿跑！,06-25 02:15
没有底线了,06-25 02:15
强烈的下跌信号,06-25 01:58
只有取消转融通，禁止量化，严控做空和新股发行，才能逆转股市,06-25 02:15
2666点,06-25 02:15
回踩低点,06-25 02:15
是谁在做空。？希望严查,06-25 02:15
咋还往下跌了？这是不叫人活了,06-25 02:15
这个月12个点负收益，要不要落袋为安。同道朋友给点见议,06-25 02:15
大盘一点起色都没有，跌的太厉害了,06-25 02:15
哈哈，想诱我进去？做梦,06-25 02:15
期权期货交割日,06-25 02:15
2635,06-25 02:15
2400见,06-25 02:15
清仓保住本金，过年的行情又来了,06-25 02:15
牛市啊,06-25 02:15
差不多行了，撑着了不好消化,06-25 02:14
散户千万不要再加仓了，现在加仓也只是半山腰,06-25 02:14
谁在做空,06-25 02:14
翻#A股连跌过后，能否迎来“七翻身”？#,06-25 02:14
加油跌,06-25 02:14
又创新高！,06-25 02:14
稳定的高股息率中特估是未来主线。推荐江苏银行，建设银行，上海银行，平安银行长期持,06-25 02:14
今天抄底被抄了两百块,06-25 02:14
啧啧啧，没量，拉升就是骗炮，有多让人下午开盘进去了[撇嘴],06-25 02:14
没有利好，想红？白日做梦，梦里啥都有,06-25 02:14
到点了国家队开始工作,06-25 02:14
打响2900保卫战,06-25 02:14
明天就刺激了,06-25 02:14
已经割肉清仓了。即使你长到30000点我也不玩了#A股连跌过后，能否迎来“七翻身,06-25 02:14
上不去了，上去还得下来#A股连跌过后，能否迎来“七翻身”？#,06-25 02:14
兄弟你瘦了,06-25 02:14
这波量化砸的够凶残,06-25 02:14
再次,06-25 02:14
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油,06-25 02:14
先来个看一下哈哈哈,06-25 02:14
加油跌…,06-25 02:14
股友=,06-25 02:14
准备好子单,06-25 02:14
2800,06-25 02:14
牛来了，要有信心决心耐心,06-25 02:14
2800不是底,06-25 02:14
没有银行的话现在应该是28之下了,06-25 02:14
为小散祈祷吧[拜神][拜神][拜神],06-25 02:14
$上证指数(SH000001)$,06-25 02:14
等主力跑完了再涨吧，主力资金天天流出,06-25 02:13
量化加油！,06-25 02:13
2900保卫战？3000还没有保卫就溃败了,06-25 02:13
2800点很快要到的！,06-25 02:13
新一轮敢死队出来接盘了[撇嘴][撇嘴][撇嘴][撇嘴],06-25 02:13
梦里能上10000点#A股连跌过后，能否迎来“七翻身”？#,06-25 02:13
2900受得住吗？,06-25 02:13
破2800,06-25 02:13
破2800,06-25 02:13
2900保卫战不远了,06-25 02:13
半年来，资金净流入的天数不超过10天，其他时间都是砸盘,06-25 01:46
反弹就跑,06-25 02:13
绿绿绿,06-25 02:13
这么多人还盼涨，2500也不是底了,06-25 02:13
天天议论这个有意义吗？#A股连跌过后，能否迎来“七翻身”？#,06-25 02:13
关闭融通,06-25 02:13
马上2900保卫战开打,06-25 02:13
下跌快加速了。。。,06-25 02:13
2635,06-25 02:13
我就想问一个股票26个交易日快腰斩了，都不管了嘛，关键一直创新低，15年也没这么,06-25 02:13
明天跳空低开低走摡率很大,06-25 02:13
本周必破2900,06-25 02:13
如果是股票过多，资金不够，那就1，3，5交易这些块板，2，4，6交易那些板块，少,06-25 02:13
这就是中国大盘天天流出80亿，10分钟不到流出了8亿,06-25 02:12
不哭了！没眼泪了，嗓子哑了！,06-25 02:12
我再2700点等大家。,06-25 02:12
照这节奏，明天就是2900保卫战了[捂脸],06-25 02:12
跌破心里价位，下一个目标2800,06-25 02:12
卧倒注意安全,06-25 02:12
明天开启2900保卫战了，这周必开启2800保卫战,06-25 02:12
3000点，回不去了[捂脸][捂脸][捂脸]#A股连跌过后，能否迎来“七翻身”？,06-25 02:12
还是做空赚钱省劲又舒服啊。,06-25 02:12
回头再看。3000不再是保卫战了，而是几年的铁顶[呲牙][呲牙][呲牙][呲牙],06-25 02:12
3000回不去了#A股连跌过后，能否迎来“七翻身”？#,06-25 02:12
今年是没可能了#A股连跌过后，能否迎来“七翻身”？#,06-25 02:12
亲爱的，你慢慢跌，小心前面带刺的玫瑰,06-25 02:11
跌吧,06-25 02:11
今天销户了,06-25 02:11
今天不护盘？,06-25 02:11
能不能让散户做空一下啊,06-25 02:11
看2897,06-25 02:11
七翻身又怎样？去年七翻身后迎来六个月的连跌。#A股连跌过后，能否迎来“七翻身”？,06-25 02:11
要不别买，要不报团三桶油,06-25 02:11
2943已破，接下来就是朝着2898的方向往下冲,06-25 02:11
6月份进早了唉[捂脸],06-25 02:11
哎,06-25 02:11
2900马上跌破,06-25 02:11
"一定要坚持住,越亏越少了",06-25 02:11
哈哈哈哈,06-25 02:11
比的瀑布还快,06-25 02:11
苦海无边，回头是岸！,06-25 02:11
水平有限，继续空仓,06-25 02:11
这个时候该怎么操作呢,06-25 02:11
难啊,06-25 02:10
远离A股才是你唯一的选择和出路,06-25 02:10
爽快点吧，一次到位。,06-25 02:10
左侧交易不是那么好赚钱的，耐心等待便是，等确认了再上车也不迟，别怕踏空，你以为它,06-25 02:10
郭嘉队还不出手吗？？,06-25 02:10
没有量，每次拉升都是诱多。,06-25 02:10
要让人感到失望,06-25 02:10
识这幅年K图吗？韭儿们狠狠的羡慕嫉妒恨吧！[摊手][惊讶]拿着新潮爽不爽啊？,06-24 10:17
新一轮下跌开启了明天还有更低,06-25 02:10
果然加速杀跌，这就是真正的核心技术盘感啊！还有谁，就问你服不服？对大盘判断的多漂,06-25 02:10
还有多少人不死心呢，以往都是14点后有护盘资金进来，今日刚好相反，跌跌跌，下跌无,06-25 02:10
降落成功。,06-25 02:10
内资天天流出，流出三年了，怎么还在流出无穷无尽啊！,06-25 02:10
就看你收盘能不能拉红了，不能还得跌,06-25 02:10
加速跌，好进场,06-25 02:10
证券都开始做空了,06-25 02:10
拉银行就没个好事,06-25 02:10
大盘砸1个点，个股砸5个点[大笑][大笑],06-25 02:10
谁顶得住？[旺柴],06-25 02:10
已连续杀跌7周，再跌两周止跌。,06-25 02:10
这是要加速吗？,06-25 02:10
抄2940抄反弹,06-25 02:10
牛马上来了,06-25 02:10
说减持信心的，说抄底的，他们自己都不信，是让你们信。,06-25 02:09
大盘托管了，太惨了。,06-25 02:09
成交量5000亿以下才能见底,06-25 02:09
呀,06-25 02:09
量化跟国家队作战，哈哈哈,06-25 02:09
3000是顶吗#A股连跌过后，能否迎来“七翻身”？#,06-25 02:09
满眼空头，昨天买今天砸，今天买明天砸，明天买后天砸，中长线让人看不到希望,06-25 02:09
加油干到2800,06-25 02:09
老龙头拯救大盘,06-25 02:09
主力真的强,06-25 02:09
缩量下跌还要跌这道理不懂吗,06-25 02:09
这样子没法搞了，退市吧。,06-25 02:09
抄底的快上车,06-25 02:09
莱绅通灵今天大概率再板，机会本人上周五已经提示！！谢谢大家支持,06-25 11:47
根本不会有新资金进去。我闲钱就买国债逆回购都不进去。。,06-25 02:09
打水漂,06-25 02:09
没必要可怜，进了这个市场的我们都是赌徒。,06-25 02:09
真差，失望，永远的失望,06-25 02:09
止不住下跌的，太可怕了。,06-25 02:09
还是没量，既然卷不动，大家都躺平了,06-25 02:09
空狗们，使劲跌，跌透了，好加仓,06-25 02:09
2024年06月25日大盘午评,06-25 12:32
这是要去补2827的缺口吧？？哈哈哈哈哈哈哈哈哈哈哈哈哈,06-25 02:09
估计再逼也就放这么大量！还想咋滴！,06-25 02:09
太刺激了。,06-25 02:09
好多人开始操底了，操到2500,06-25 02:09
反正没钱加仓了，彻底躺平了，随你跌吧！看你跌成啥样。,06-25 02:09
2000的货,06-25 02:09
小散们进入胶市不杀你们杀谁。,06-25 02:09
唉，以后不炒股了，亏的票子就当天天看猴戏了。天天看大瀑布飞流直下三千尺，这不得花,06-25 02:09
准备好了吗,06-25 02:09
这是去年跌盘的延续，还是续篇呢？,06-25 02:09
就问你服不服,06-25 02:09
2900走起来,06-25 02:09
底在何方？整天就你牛哄哄的。,06-25 02:09
空军司令,06-25 02:09
这样子，要重回2600吗,06-25 02:09
返回舱已着陆。该起了。,06-25 02:09
给大家喝杯凉水，2750再见,06-25 02:09
2800不是梦……,06-25 02:09
不会到3000点了，大a退市#A股连跌过后，能否迎来“七翻身”？#,06-25 02:09
这A股怎么了？,06-25 02:09
还好模拟仓是满仓的！真金白银是空仓的！,06-25 02:08
股指期货赶紧做空赚钱。,06-25 02:08
太快了,06-25 02:08
抄底啦啦啦啦，冲[呲牙][呲牙][呲牙],06-25 02:08
法定跳水时间？,06-25 02:08
哪来的恶意砸盘？！,06-25 02:08
太快了,06-25 02:08
天那么热，大A那么冷,06-25 02:08
要求证监会严查做空的量化交易,06-25 02:08
大盘加速下跌就在这一两天了，也许就是今天[得意][奸笑],06-25 02:08
一步跌到位快点跌每天慢慢下杀受不了,06-25 02:08
这样的市场，请问到底怎么回事？怎么拉,06-25 02:08
每天都一样，尾盘杀猪,06-25 02:08
收盘2915,06-25 02:08
普通人能炒股吗,06-25 01:51
昨天三千点保卫战，今天就两千九保卫战，再保卫几天要归零了，咋滴，现在咱们的锅，是,06-25 02:08
